Gene1,Gene2
IL2RG,SOCS5
IL2RG,PRKCE
IL2RG,PRKCZ
IL2RG,SGMS1
IL2RG,MAP2K2
IL2RG,UGCG
IL2RG,SMPD1
ARHGEF7,RAC1
ARHGEF7,RAC3
ARHGEF7,RHOC
ARHGEF7,RHOB
ARHGEF7,MYL12A
KRAS,NRAS
KRAS,PIK3CG
KRAS,MAPK3
KRAS,MAP2K2
KRAS,RASA1
KRAS,SOS2
KRAS,PIK3CD
KRAS,RASGRF2
KRAS,RASGRP1
KRAS,KSR1
KRAS,RASGRP2
KRAS,RASSF5
KRAS,RUNX3
KRAS,RASGRF1
KRAS,RIN1
KRAS,PDGFRA
KRAS,TIAM1
KRAS,PAK2
KRAS,RASSF1
KRAS,RASGRP3
KRAS,RAPGEF2
KRAS,RAC1
KRAS,LYN
KRAS,SYNGAP1
KRAS,RASA3
KRAS,RASGRP4
KRAS,RASA4
KRAS,PAK3
KRAS,RASAL1
KRAS,YWHAQ
KRAS,PRKCE
KRAS,MAP3K11
KRAS,KIAA1549
KRAS,YWHAG
KRAS,YWHAH
KRAS,SFN
KRAS,YWHAE
KRAS,NCAM1
KRAS,PIM1
KRAS,FAM131B
KRAS,RASAL2
KRAS,RGL1
KRAS,NRG2
KRAS,SPTA1
KRAS,BRD2
KRAS,PRKCA
KRAS,PRKCB
KRAS,SND1
KRAS,SPHK1
KRAS,RASAL3
KRAS,RALB
KRAS,PPP5C
KRAS,SHC2
KRAS,PTPRA
KRAS,TRIM24
KRAS,SPTBN5
KRAS,RASGEF1A
KRAS,PIK3R6
KRAS,SPTBN4
KRAS,SPTBN2
KRAS,SPTB
KRAS,RANBP9
KRAS,NRG4
KRAS,NEFL
KRAS,PAPSS1
KRAS,AGK
KRAS,NRTN
KRAS,PSPN
TNFSF13B,TNFRSF13B
PRKAR2B,MLC1
PRKAR2B,RAB8A
IL10RA,JAK1
IL10RA,STAT3
IL10RA,STAT1
IL10RA,IL22
MYBL2,RBL2
ARL1,RAB43
IGFBP3,KLK3
REC8,STAG3
REC8,SYCP3
REC8,SYCP2
CSNK1E,DVL3
CSNK1E,DVL2
CSNK1E,PER3
CSNK1E,DVL1
CSNK1E,YWHAH
CSNK1E,PPP1CA
CSNK1E,YWHAQ
CSNK1E,PPP1CB
CSNK1E,YWHAE
CSNK1E,YWHAG
CSNK1E,SFN
CSNK1E,RAB8A
CSNK1E,RIOK3
CXCR4,STAT3
CXCR4,ITCH
CXCR4,STAT1
CXCR4,GNA13
CXCR4,PF4
CXCR4,GRK6
CXCR4,PPBP
CXCR4,S1PR3
CXCR4,GNAQ
CXCR4,GNAO1
CXCR4,RAC1
CXCR4,GNAZ
CXCR4,GPSM3
CXCR4,DNM1
CXCR4,RALB
CXCR4,SSH1
CXCR4,GPSM1
CXCL12,ACKR3
CXCL12,CXCR3
CXCL12,CXCR2
CXCL12,STAT3
CXCL12,CXCR5
CXCL12,CXCR1
CXCL12,CXCR6
CXCL12,STAT1
CXCL12,GRK6
CXCL12,RAC1
CXCL12,ITCH
CXCL12,GNAO1
CXCL12,GNA13
CXCL12,DNM1
CXCL12,RALB
CXCL12,SSH1
CXCL12,GNAZ
CXCL12,GPSM1
CXCL12,GPSM3
HAUS7,RAB8A
STAT3,TYK2
STAT3,PTGS2
STAT3,RORC
STAT3,PIM1
STAT3,THPO
STAT3,RORA
CHD3,UBTF
CHD3,ZBED1
CHD3,EGR1
CHD3,TAF1C
CHD3,MAF1
CHD3,TAF1D
IL15,IL15RA
IL15,IL7R
IL15,SOS2
NIP7,DDX49
NIP7,DDX47
NIP7,RRP36
ARHGEF6,RAC1
ARHGEF6,RAC3
ARHGEF6,RHOC
ARHGEF6,RHOB
IL7R,JAK3
IL7R,JAK1
TICAM1,TLR2
TICAM1,TICAM2
BIRC2,TRAF1
BIRC2,HTRA2
BIRC2,RIPK3
BIRC2,RIPK2
BIRC2,TAX1BP1
BIRC2,MAP3K14
BIRC2,TAB3
BIRC2,TRAF5
BIRC2,PSME3
BIRC2,PSME2
BIRC2,PSME1
BIRC2,CLIP3
BIRC2,PSMF1
BIRC2,TICAM2
BIRC2,PSME4
BIRC2,CD14
BIRC2,PSMB11
MAP2K5,MAPK7
MAP2K5,MAP3K1
MAP2K5,MAP3K8
CASP1,PYCARD
CASP1,NLRC4
CASP1,NLRP3
CASP1,NLRP1
CASP1,MEFV
CASP1,CASP4
CASP1,GSDMD
CASP1,IL1R2
NFE2L2,GSTA2
NFE2L2,PRKCA
NFE2L2,NQO1
NFE2L2,PRKCB
CCDC22,COMMD1
CCDC22,FBXL15
CCDC22,FBXL5
CCDC22,FBXW5
CCDC22,FBXL19
CCDC22,FBXW9
CCDC22,FBXO7
CCDC22,FBXO30
CCDC22,FBXL14
CCDC22,FBXW4
CCDC22,FBXL12
CCDC22,FBXL8
CCDC22,FBXO41
CCDC22,FBXW2
CCDC22,FBXL18
CCDC22,CCNF
CCDC22,FBXW12
CCDC22,FBXL13
CCDC22,FBXW10
CCDC22,FBXO32
CCDC22,LMO7
CCDC22,FBXO40
CCDC22,FBXO44
CCDC22,FBXO6
CCDC22,FBXO27
CCDC22,FBXO17
CCDC22,FBXO11
CCDC22,FBXO4
CCDC22,DCUN1D3
CCDC22,FBXL7
CCDC22,FBXL4
CCDC22,EPAS1
CCDC22,FBXO22
CCDC22,FBXL3
CCDC22,FBXO15
CCDC22,FBXO9
CCDC22,FBXO21
CCDC22,FBXW8
CCDC22,FBXL16
CCDC22,HIF3A
CCDC22,FBXO10
CCDC22,FBXW11
CCDC22,FBXL22
CCDC22,FBXO2
CCDC22,FBXO31
CCDC22,FBXL20
NR3C1,TRIP6
NR3C1,RXRA
NR3C1,TWIST1
ACVRL1,CAV1
ACVRL1,PPP1CA
MYLK,MYLPF
MYLK,PPP1R12A
MYLK,MYH10
MYLK,PPP1R12B
MYLK,MYH14
MYLK,PAK2
MYLK,MLC1
MYLK,PPP1CB
MYLK,PAK3
ARHGAP35,RAC1
ARHGAP35,RHOD
ARHGAP35,RAC3
ARHGAP35,RHOG
ARHGAP35,RHOJ
ARHGAP35,NRAS
IFNAR2,JAK1
IFNAR2,IFNW1
IFNAR2,TYK2
IFNAR2,STAT1
IFNAR2,IFNB1
PPP2R5A,WNT3A
KAT5,MAX
KAT5,RNF4
KAT5,RTEL1
KAT5,EYA1
KAT5,PPP5C
KAT5,EYA2
PPP1CB,PPP1R14A
PPP1CB,RBL2
PPP1CB,ROCK1
PPP1CB,RHOC
PPP1CB,RAC1
PPP1CB,ROCK2
PPP1CB,RHOB
PPP1CB,PLIN1
MDC1,RNF4
MDC1,TRIM28
MDC1,DCLRE1C
MDC1,PPP5C
PRKAR1B,MLC1
RAB1A,TRAPPC13
RAB1A,TRAPPC12
RAB1A,TRAPPC2L
RAB1A,TRAPPC11
EMD,PRKCA
EMD,PRKCB
SAV1,WTIP
BAK1,BCL2
PRKACB,PDE4B
PRKACB,PFKFB1
PRKACB,LIPE
PRKACB,AQP2
PRKACB,ABCC8
PRKACB,KCNC2
PRKACB,KCNB1
PRKACB,RAP1GAP2
PRKACB,KCNS3
PRKACB,PLIN1
PRKACB,KCNG2
SEC11C,TRAM1
MRPS26,MRPL57
MRPS26,GADD45GIP1
MRPS26,MRPL48
MRPS26,MRPL35
MRPS26,MRPL53
MRPS26,MRPL54
MRPS26,MRPL39
MRPS26,MRPL10
MRPS26,MRPL55
MRPS26,OXA1L
GIT2,RAC1
NGFR,SMPD2
NGFR,PRDM4
NGFR,RAC1
DCUN1D3,FBXO11
DCUN1D3,FBXO22
DCUN1D3,FBXW2
DCUN1D3,FBXW8
DCUN1D3,FBXL20
DCUN1D3,FBXO7
DCUN1D3,FBXL19
DCUN1D3,FBXO9
DCUN1D3,FBXO32
DCUN1D3,FBXW11
DCUN1D3,LMO7
DCUN1D3,FBXO15
DCUN1D3,FBXO10
DCUN1D3,FBXO30
DCUN1D3,FBXL8
DCUN1D3,FBXW12
DCUN1D3,FBXL13
DCUN1D3,FBXW10
DCUN1D3,FBXO41
DCUN1D3,FBXL14
DCUN1D3,FBXL5
DCUN1D3,FBXO40
DCUN1D3,FBXO6
DCUN1D3,FBXO17
DCUN1D3,FBXO27
DCUN1D3,FBXW4
DCUN1D3,FBXO4
DCUN1D3,FBXL7
DCUN1D3,FBXW9
DCUN1D3,FBXL18
DCUN1D3,FBXL16
DCUN1D3,FBXL3
DCUN1D3,FBXO2
DCUN1D3,FBXO21
DCUN1D3,FBXL22
DCUN1D3,FBXL12
DCUN1D3,FBXL4
DCUN1D3,FBXO31
DCUN1D3,FBXL15
DCUN1D3,FBXW5
TYK2,STAT6
NTN1,UNC5C
NTN1,UNC5A
NTN1,UNC5D
NTN1,MAP1B
NTN1,TRIO
NTN1,RAC1
NTN1,DAPK1
NTN1,PITPNA
HDAC4,MEF2C
HDAC4,MEF2D
HDAC4,NR1H2
HDAC4,TPR
HDAC4,NUP210
HDAC4,NDC1
HDAC4,RAE1
HDAC4,POM121C
HDAC4,POM121
CAPN2,MAPK3
RXRA,CYP7A1
RXRA,FABP4
RXRA,ACOX1
RXRA,FABP1
RXRA,HMGCS2
RXRA,ACADM
RXRA,PCK1
RXRA,PLIN2
RXRA,TBL1X
RXRA,EHHADH
RXRA,PLIN1
RXRA,SLC27A1
RXRA,CPT2
RXRA,GTF3A
RXRA,ME1
RXRA,TGS1
NCL,DDX47
NCL,DDX49
RGMB,SMAD5
RGMB,SMAD9
RASSF5,RRAS2
RASSF5,RRAS
HAUS2,RAB8A
MRPS24,MRPL35
MRPS24,MRPL55
MRPS24,GADD45GIP1
MRPS24,MRPL54
MRPS24,MRPL48
MRPS24,MRPL53
MRPS24,MRPL57
MRPS24,MRPL39
MRPS24,MRPL10
MRPS24,OXA1L
STAT1,UBE2L6
STAT1,MX2
STAT1,THPO
AGL,GYG1
AGL,GYG2
WWTR1,CTGF
WWTR1,ZNF521
RAE1,NXF2
RAE1,XPOT
RAE1,SARNP
RAE1,POLDIP3
RAE1,PHAX
RAE1,SRSF5
RAE1,SRSF4
RAE1,GEMIN8
RAE1,IPO8
RAE1,U2AF1L4
RAE1,ZC3H11A
RAE1,TOP2A
RAE1,SRSF11
RAE1,GEMIN5
RAE1,SP100
RAE1,SNUPN
RAE1,GCKR
NFKB2,NKIRAS2
NFKB2,NKIRAS1
NFKB2,PSME4
NFKB2,PSMB11
NFKB2,SETD6
NFKB2,S100A12
NFKB2,SAA1
NFKB2,PSME2
NFKB2,PSMF1
NFKB2,PSME1
NFKB2,PSME3
NDE1,RAB8A
CBLB,MS4A2
CBLB,LYN
CBLB,PIK3CD
CBLB,FCER1G
CBLB,FCER1A
NEK7,NLRP3
TREM2,VAV3
TREM2,VAV2
PIK3R3,PTEN
PIK3R3,PIP5K1B
PIK3R3,PIP4K2B
PIK3R3,VAV3
PIK3R3,PIP5K1A
PIK3R3,PIP5K1C
PIK3R3,RAC1
PIK3R3,SACM1L
RAB4A,TBC1D16
DLG1,GRIA1
DLG1,GRIA4
DLG1,GRIA3
DLG1,UBE3A
DLG1,PTEN
DLG1,PRKCZ
MAPK14,MAPKAPK2
MAPK14,MAPKAPK3
MAPK14,MKNK1
MAPK14,MEF2C
MAPK14,HSPB2
MAPK14,PLA2G4A
MAPK14,MAPKAPK5
MAPK14,RPS6KA4
MAPK14,MITF
MAPK14,MAX
MAPK14,RPS6KA5
MAPK14,SP1
MAPK14,MEF2D
MAPK14,DDIT3
MAPK14,PAK2
MAPK14,PAK3
MAPK14,STAT4
MAPK14,KRT8
MAPK14,SRF
MAPK14,USF1
MAPK14,PLCB2
MAPK14,RAC1
MAPK14,ETV1
MAPK14,MAPK3
MAPK14,RIPK2
MAPK14,PHC2
MAPK14,NFATC2
MAPK14,TCF3
MAPK14,RALB
MAPK14,S1PR2
MAPK14,TH
MAPK14,TAB3
MAPK14,NCK1
MAPK14,PLCB1
MAPK14,PLCB3
MAPK14,PRKG1
MAPK14,KRT19
MAPK14,PHC3
MAPK14,RARB
MAPK14,RARG
MAPK14,RING1
MAPK14,PHC1
PYCARD,PYDC2
JAK3,STAT6
JAK3,SOCS1
JAK3,SOCS5
JAK3,PTPN2
JAK3,PTPN6
JAK3,STAT4
JAK3,STAM2
JAK3,NRAS
JAK3,MAP2K2
JAK3,IKZF3
JAK3,PIK3CD
JAK3,MAPK11
JAK3,PRKCZ
JAK3,SMPD1
JAK3,PRKCB
JAK3,PRKCE
JAK3,SGMS1
JAK3,UGCG
CSK,DOK1
CSK,LYN
CSK,HCK
CSK,FGR
CSK,MAPK3
CSK,HLA-DPA1
CSK,HLA-DQA2
CSK,HLA-DPB1
CSK,HLA-DQB2
CSK,FCGR2B
CENPJ,PLK2
CENPJ,RAB8A
PHKB,PYGL
PHKB,PYGM
PHKB,PYGB
RAD51C,RTEL1
RAD51C,DMC1
RAD51C,SPIDR
MAPKAPK2,ZFP36
MAPKAPK2,ZFP36L1
MAPKAPK2,ETV1
MAPKAPK2,SRF
MAPKAPK2,ALOX5
MAPKAPK2,TH
MAPKAPK2,TNPO1
MYH3,TPM2
MYH3,MYL1
MYH3,MYL4
MYH3,MYL3
MYH3,MYL2
MYH3,TPM4
MYH3,TPM3
MYH3,TNNT1
MYH3,MYBPC1
MYH3,MYBPC2
MYH3,TMOD1
MYH3,MYBPC3
MYH3,DES
MYH3,MYH8
MYH3,VIM
CCL4,CCR1
CCL4,CCR2
CCL4,CXCR3
CCL4,CCR8
CCL4,CCR7
CCL4,CXCR5
CCL4,CXCR2
CCL4,CXCR1
CCL4,CX3CR1
CCL4,CXCR6
CCL4,CCR9
CCL4,CCR4
CCL4,CCR10
CCL4,GPSM3
CCL4,PPARA
CCL4,GPSM1
BCL2,PMAIP1
BCL2,BIK
BCL2,NR4A1
BCL2,MAPK3
BCL2,NLRP1
BCL2,PRNP
BCL2,ESR1
BCL2,BNIP3
BCL2,AIFM1
BCL2,STAT6
ARL2,TUBB2B
ARL2,TUBB6
ARL2,TUBB4A
ARL2,TUBB1
AURKAIP1,GADD45GIP1
AURKAIP1,MRPL57
AURKAIP1,MRPL48
AURKAIP1,MRPL53
AURKAIP1,MRPL35
AURKAIP1,MRPL55
AURKAIP1,MRPL39
AURKAIP1,OXA1L
AURKAIP1,MRPL10
BLNK,BTK
BLNK,CD79A
BLNK,PLCG2
BLNK,LYN
BLNK,NCK1
BLNK,CD79B
BLNK,SH3KBP1
BLNK,VAV2
BLNK,IBTK
BLNK,SH3BP5
BLNK,IGHV3-11
CLTC,EPN1
CLTC,DNM2
CLTC,EPN2
CLTC,DNAL4
CLTC,RPS6KA3
CLTC,UBQLN2
CLTC,FZD5
CLTC,RPS6KA4
CLTC,ROR2
CLTC,FZD2
CLTC,RPS6KA2
GYG1,PPP1R3C
GYG1,NHLRC1
GYG1,PYGM
ITGA4,VCAM1
ITGA4,JAM3
ITGA4,JAM2
ITGA4,THBS1
ITGA4,SPP1
ITGA4,THBS2
YWHAH,SLC2A4
HERC5,HERC6
HERC5,UBE2E1
HERC5,JAK1
HERC5,TRIM21
HERC5,RBBP6
HERC5,UBR2
HERC5,TRIP12
HERC5,UBE2A
HERC5,RNF213
HERC5,FLNB
HERC5,MAPK3
HERC5,PPM1B
HERC5,RNF19B
HERC5,RLIM
HERC5,HUWE1
HERC5,MIB2
HERC5,RNF19A
HERC5,RNF115
HERC5,TRIM69
HERC5,UNKL
HERC5,WSB1
HERC5,SMURF2
HERC5,LMO7
HERC5,RNF144B
HERC5,LONRF1
HERC5,ZNRF2
HERC5,RNF114
HERC5,TRIM36
HERC5,ZNRF1
HERC5,RNF217
HERC5,SIAH2
CLTB,EPN1
CLTB,EPN2
CLTB,GGA3
CLTB,KDELR1
CLTB,UBQLN2
CLTB,GPLD1
CCL2,CCR2
CCL2,CCR1
CCL2,CX3CR1
STAT6,PIM1
KCNQ1,SLC12A2
EPHA1,NGEF
EPHA1,LYN
EPHA1,FGR
EPHA1,HCK
RBM28,DDX47
RBM28,RRP36
CRKL,PDGFRA
CRKL,MAP4K1
CRKL,LRP8
CRKL,RELN
CRKL,VLDLR
CRKL,RAP1B
CRKL,RAC1
CRKL,PIK3CD
CRKL,MAP3K1
CRKL,ITGA1
MRPS34,GADD45GIP1
MRPS34,MRPL48
MRPS34,MRPL53
MRPS34,MRPL10
MRPS34,MRPL35
MRPS34,MRPL55
MRPS34,MRPL39
MRPS34,MRPL57
MRPS34,OXA1L
PLXNB1,SEMA4D
PLXNB1,RRAS
PLXNB1,RAC1
PLXNB1,SEMA4F
PLXNB1,RHOC
PLXNB1,RHOB
CDH5,PTPRJ
CDH5,PAK2
CDH5,PAK3
JAK1,PTPN2
JAK1,STAT4
JAK1,SOCS1
JAK1,SOCS5
JAK1,STAM2
JAK1,PTPN6
JAK1,SOCS2
JAK1,OSM
JAK1,PIAS1
JAK1,PIAS3
JAK1,PRKCZ
JAK1,NRAS
JAK1,LIFR
JAK1,PDGFRA
JAK1,UBE2L6
JAK1,MAPK3
JAK1,MAP2K2
JAK1,MAPK11
JAK1,PTPRE
JAK1,PIK3CD
JAK1,MAP3K1
JAK1,IKZF3
JAK1,SOCS6
JAK1,PRKCD
JAK1,PRKCB
JAK1,MITF
JAK1,PRKCE
JAK1,SMPD1
JAK1,SGMS1
JAK1,MAP3K11
JAK1,UGCG
IL1RAP,IRAK3
RING1,DNMT3A
RING1,CASP8AP2
FST,INHBA
FST,INHBE
FST,INHBB
SMURF2,SMAD5
SMURF2,SMAD9
SMURF2,PRICKLE1
SMURF2,UBE2A
SMURF2,TRIP12
SMURF2,UBR2
SMURF2,TRIM21
SMURF2,ZNRF1
SMURF2,TRIM69
SMURF2,SPSB1
SMURF2,UNKL
SMURF2,ZNRF2
SMURF2,TRIM36
SMURF2,WSB1
LATS2,WTIP
LATS2,LIMD1
FZD4,WNT5A
FZD4,WNT2
FZD4,WNT3A
FZD4,WNT4
FZD4,WNT7B
FZD4,WNT16
FZD4,WNT2B
FZD4,WNT7A
FZD4,WNT11
FZD4,WNT3
FZD4,WNT6
FZD4,WNT9B
FZD4,WNT9A
FZD4,WNT8A
FZD4,WNT8B
FZD4,WNT10B
FZD4,WNT10A
FZD4,ZNRF3
FZD4,USP8
FZD4,GNAO1
FZD4,WNT5B
FZD4,UBQLN2
PPID,SLC25A4
MMP14,SPOCK3
MMP14,NID1
NAA35,ARFRP1
DYNLL1,PGR
DYNLL1,FKBP4
DYNLL1,NR3C2
DYNLL1,RAB8A
AMBRA1,ULK2
LRP5,SOST
LRP5,WNT3A
LRP5,WNT5A
LRP5,WNT9A
LRP5,WNT7B
LRP5,WNT4
LRP5,WNT8B
LRP5,WNT8A
LRP5,WNT3
LRP5,WNT2
LRP5,WNT9B
LRP5,WNT10B
ACTG1,PFN2
ACTG1,RAC1
ACTG1,DIAPH1
ACTG1,MYLPF
ACTG1,MYL9
ACTG1,IQGAP1
TEAD2,CTGF
COMMD1,FBXL5
COMMD1,FBXO22
COMMD1,FBXO11
COMMD1,FBXW11
COMMD1,FBXL8
COMMD1,FBXW12
COMMD1,FBXL13
COMMD1,FBXW10
COMMD1,FBXO41
COMMD1,FBXL14
COMMD1,FBXO32
COMMD1,LMO7
COMMD1,FBXO6
COMMD1,FBXO40
COMMD1,FBXO17
COMMD1,FBXO27
COMMD1,FBXO30
COMMD1,FBXO4
COMMD1,FBXL7
COMMD1,FBXW4
COMMD1,FBXL3
COMMD1,FBXL16
COMMD1,FBXW2
COMMD1,FBXL4
COMMD1,FBXO7
COMMD1,EPAS1
COMMD1,FBXO31
COMMD1,FBXO15
COMMD1,FBXO9
COMMD1,FBXL22
CEP192,RAB8A
COL9A3,MMP3
COL9A3,MMP13
COL9A3,ITGA10
COL9A3,ITGA11
COL9A3,ITGA2
COL9A3,CRTAP
COL9A3,ITGA1
DMD,MYH8
DMD,MYL3
DMD,MYL1
DMD,MYL2
DMD,MYL4
DMD,RAC1
CXCL10,CXCR3
CXCL10,CXCL13
CXCL10,CXCR2
CXCL10,CXCR1
CXCL10,CXCR6
CXCL10,CXCR5
CXCL10,MAP2K3
CXCL10,GPSM1
CXCL10,GPSM3
CXCL10,DNM1
GLI3,RAB23
GLI3,KIF3A
GLI3,KIF7
GLI3,ULK3
GLI3,IFT172
GLI3,TTC21B
GLI3,OFD1
GLI3,MKS1
GLI3,INTU
GLI3,SAP30
GLI3,PSMB11
GLI3,PSME4
GLI3,PSME3
GLI3,PSME2
GLI3,PSMF1
GLI3,PSME1
HAUS3,RAB8A
CYBA,NCF4
CYBA,RAC1
CYBA,VCAM1
NHLRC1,PPP1R3C
NHLRC1,GYS2
NHLRC1,GYG2
CLP1,SARNP
CLP1,POLDIP3
CLP1,SRSF5
CLP1,SRSF4
CLP1,PABPN1
CLP1,DDX39A
CLP1,SRSF11
CLP1,U2AF1L4
CLP1,ZC3H11A
CLTA,DNM2
CLTA,EPN1
CLTA,EPN2
CLTA,GGA3
CLTA,UBQLN2
CLTA,KDELR1
CLTA,RPS6KA4
CLTA,GPLD1
CLTA,RPS6KA2
NEK9,TPR
NEK9,NUP210
NEK9,POM121
NEK9,POM121C
ERBB3,NRG2
ERBB3,RNF41
ERBB3,NRAS
USP8,WNT3A
AGRN,DAG1
AGRN,LRP8
AGRN,NDST1
AGRN,EXT1
AGRN,LRP2
AGRN,GLCE
AGRN,LRP1
AGRN,HS3ST1
AGRN,EXT2
AGRN,HS6ST1
AGRN,NDST2
AGRN,HPSE
AGRN,HS2ST1
AGRN,B3GALT6
AGRN,HS6ST2
AGRN,RAC1
AGRN,XYLT1
AGRN,HPSE2
AGRN,HS3ST6
AGRN,HS3ST5
AGRN,B4GALT7
AGRN,HS3ST2
AGRN,HS3ST3B1
AGRN,B3GAT3
AGRN,HS3ST3A1
AGRN,XYLT2
AGRN,B3GAT2
AGRN,B3GAT1
LIMK1,CFL2
EFNB1,EPHB6
EFNB1,PTPN13
EFNB1,ROCK1
EFNB1,LYN
EFNB1,RRAS
EFNB1,FGR
EFNB1,HCK
EFNB1,MMP9
EFNB1,SYNJ1
EFNB1,MAP4K4
EFNB1,NRAS
LAMA5,RAC1
LAMA5,PRNP
LAMA5,TMPRSS6
FOSB,GRIA2
EPAS1,LIMD1
EPAS1,UBE2D3
EPAS1,UBXN7
EPAS1,PSME4
EPAS1,PSMB11
EPAS1,PSME3
EPAS1,PSMF1
EPAS1,PSME1
EPAS1,PSME2
DUSP16,MAPK11
DUSP16,MAPK3
CLTCL1,EPN1
CLTCL1,EPN2
CLTCL1,UBQLN2
ATG4B,GABARAP
ATG4B,MAP1LC3C
IFNGR1,IFNGR2
IFNGR1,PTPN6
IFNGR1,PRKCD
IFNGR1,MAP3K1
IFNGR1,MAP3K11
CX3CL1,CXCR3
CX3CL1,CXCR1
CX3CL1,CXCR2
CX3CL1,CXCR6
CX3CL1,CXCR5
CX3CL1,GPSM3
CX3CL1,GPSM1
HUWE1,TRIP12
HUWE1,UBE2A
HUWE1,UBR2
HUWE1,RLIM
HUWE1,RNF144B
HUWE1,SIAH2
HUWE1,RNF115
HUWE1,ZNRF1
HUWE1,MIB2
HUWE1,SIAH1
HUWE1,SPSB1
HUWE1,TRIM21
HUWE1,RNF19A
HUWE1,RBBP6
HUWE1,ZNRF2
HUWE1,MAX
HUWE1,UNKL
HUWE1,RNF213
HUWE1,RNF19B
HUWE1,TRIM69
HUWE1,RNF217
HUWE1,WSB1
HUWE1,LMO7
HUWE1,LONRF1
HUWE1,TRIM36
HUWE1,RNF114
PAK2,RAC1
PAK2,RAC3
PAK2,PSME1
PAK2,MYH10
PAK2,MAPK4
PAK2,PAK3
PAK2,MYH14
PAK2,PRKCE
PAK2,VAV2
PAK2,VAV3
PAK2,PSME2
PAK2,PSME3
PAK2,PSME4
PAK2,PSMB11
FDPS,RSAD2
PAK4,RAC3
PAK4,RAC1
PAK4,PRKCE
TBL1X,TGS1
RIPK2,TNFAIP3
RIPK2,TAB3
RIPK2,STAT4
RIPK2,TRAF5
SRSF10,HNRNPH2
SRSF10,YBX1
SRSF10,SRSF5
SRSF10,U2AF1L4
SRSF10,HNRNPD
SRSF10,PRPF40A
SRSF10,HNRNPA3
SRSF10,RBM5
SRSF10,SUGP1
SRSF10,HNRNPUL1
SRSF10,CCAR1
NFATC3,PPP3CB
NFATC3,PPIA
NFATC3,PRKCZ
RRP36,DDX47
RRP36,XRN2
TAB3,TNFAIP3
FOXP3,NFATC2
FOXP3,RORC
IL6ST,LIF
IL6ST,OSM
IL6ST,STAT4
IL6ST,PIAS3
IL6ST,PIAS1
IL6ST,MITF
IL6ST,PTPRE
TNFAIP3,TRAF1
NOL11,DDX47
NOL11,RRP1
NOL11,XRN2
NOL11,NOL12
TYROBP,VAV3
TYROBP,VAV2
DNAJC3,EIF2AK2
DNAJC3,FAM20A
DNAJC3,FAM20C
PARP1,PIAS4
PARP1,TLE1
PARP1,RNF111
TRAPPC12,CHML
TRAPPC12,CHM
NAA30,ARFRP1
BCL6,IRF4
SIAH1,SIAH2
SIAH1,SNCAIP
SIAH1,WSB1
SIAH1,TRIP12
SIAH1,UBE2A
SIAH1,UBR2
SIAH1,SPSB1
SIAH1,TRIM69
SIAH1,TRIM36
SIAH1,TRIM21
SIAH1,ZNRF2
MMP9,THBS1
MMP9,TIMP3
MMP9,ACAN
MMP9,SDC1
MMP9,NID1
MMP9,SCUBE3
EP400,ASF1A
EP400,HIRA
EP400,UBN1
EP400,CABIN1
EP400,HMGA2
EP400,HMGA1
BDKRB2,GNA11
BDKRB2,GNAQ
BDKRB2,GNA15
BDKRB2,GNA14
BDKRB2,CYSLTR1
BDKRB2,CYSLTR2
BDKRB2,GPSM3
PIAS1,SATB2
PIAS1,SATB1
PIAS1,MBD1
PIAS1,CASP8AP2
PIAS1,SP3
PIAS1,L3MBTL2
PIAS1,SAFB
PIAS1,HIC1
PIAS1,NR2C1
PIAS1,FOXL2
PIAS1,NRIP1
PIAS1,THRB
PSME4,TNKS2
PSME4,TNKS
PSME4,WWP1
PSME4,PTEN
PSME4,UBE2E1
PSME4,PRICKLE1
PSME4,RNF146
PSME4,ZSWIM8
PSME4,TNFSF14
PSME4,TNFSF12
PSME4,REL
PSME4,SPRED1
PSME4,OAZ2
PSME4,OAZ3
PSME4,TNFRSF12A
PSME4,GTSE1
SOS2,RHOB
RBBP8,SIRT6
RBBP8,SPO11
RBBP8,RTEL1
RBBP8,SPIDR
RNF168,RNF4
CCR7,CXCL13
CCR7,CXCL9
CCR7,CXCL11
CCR7,CXCL1
CCR7,CXCL2
CCR7,CXCL16
CCR7,CXCL5
CCR7,CXCL3
CCR7,PF4
CCR7,PPBP
CCR7,CXCL6
CCR7,GPSM3
ESR1,TFF1
ESR1,SP1
ESR1,MAPK3
ESR1,PGR
ESR1,FKBP4
ESR1,PRMT1
ESR1,PPARGC1B
ESR1,POU4F2
ESR1,POU4F1
ESR1,DDX54
ESR1,MAPK11
ESR1,TRIM59
ESR1,MPG
ESR1,EBAG9
ESR1,GNAS
ESR1,GNAQ
ESR1,GNA11
ESR1,PIAS3
ESR1,GNA15
ESR1,GTF3A
ESR1,GNAL
ESR1,GNA13
ESR1,GNA14
CACNA1C,CALM3
CACNA1C,PRKG1
RND1,RRAS
RND1,RHOB
ERN1,XBP1
ERN1,MAP3K5
SEC11A,TRAM1
TRAPPC11,CHML
TRAPPC11,CHM
NFATC2,PPP3CB
NFATC2,PRKCZ
UNC13B,PPFIA3
UNC13B,PPFIA1
UNC13B,PPFIA2
UNC13B,PPFIA4
GIPR,GNAS
GIPR,TSHB
CD209,NRAS
DNAJA2,HSPA1B
DNAJA2,DNAJA4
STAG3,SYCP3
STAG3,SYCP2
YWHAG,SLC2A4
NEDD1,RAB8A
PTEN,ROCK1
PTEN,USP13
PTEN,WWP2
PTEN,TNKS
