Gene1,Gene2
COPS7A,FBXW4
COPS7A,ASB1
COPS7A,LRR1
COPS7A,DCAF6
COPS7A,FBXL3
COPS7A,FBXO31
COPS7A,FBXW11
COPS7A,MCRS1
COPS7A,FBXW7
COPS7A,KLHL13
COPS7A,DCUN1D1
COPS7A,RBBP5
COPS7A,SPSB4
COPS7A,RUVBL1
COPS7A,FBXO6
COPS7A,FEM1B
COPS7A,FBXL18
COPS7A,NFRKB
COPS7A,FBXW5
COPS7A,KLHL41
COPS7A,RBBP7
COPS7A,KLHL21
COPS7A,ASB14
COPS7A,BTBD6
COPS7A,KCTD6
COPS7A,FBXO9
COPS7A,FBXO21
COPS7A,ASB8
COPS7A,FBXL8
COPS7A,FEM1A
COPS7A,SPSB3
COPS7A,KLHL22
COPS7A,ANKRD9
COPS7A,INO80E
COPS7A,TFPT
COPS7A,WSB2
COPS7A,WDR5
COPS7A,ASB6
COPS7A,FBXL15
COPS7A,FBXO22
COPS7A,FBXL5
COPS7A,FBXO4
COPS7A,FBXW12
COPS7A,FBXL13
COPS7A,FEM1C
COPS7A,FBXW10
COPS7A,FBXO41
COPS7A,TULP4
COPS7A,ASB2
COPS7A,ASB5
COPS7A,FBXO44
COPS7A,LMO7
COPS7A,FBXO32
COPS7A,KCTD7
COPS7A,SPSB2
COPS7A,FBXO40
COPS7A,FBXO17
COPS7A,FBXO27
COPS7A,FBXO30
COPS7A,KLHL25
COPS7A,KLHL2
COPS7A,DCAF17
COPS7A,FBXO11
COPS7A,KLHL9
COPS7A,FBXL7
COPS7A,ASB16
COPS7A,KLHL5
COPS7A,ASB4
COPS7A,INO80D
COPS7A,SOCS6
COPS7A,ASB17
COPS7A,INO80B
COPS7A,DCAF7
COPS7A,FBXL16
COPS7A,WDTC1
COPS7A,VHL
COPS7A,ASB18
COPS7A,FBXW2
COPS7A,ASB12
COPS7A,FBXL4
COPS7A,SOCS3
COPS7A,GAN
COPS7A,ASB15
COPS7A,FBXO15
COPS7A,FBXL22
LIG1,PCNA
LIG1,POLD1
LIG1,RFC4
LIG1,RFC1
LIG1,RFC5
LIG1,RPA1
LIG1,RFC3
LIG1,POLD3
LIG1,POLK
LIG1,POLD4
LIG1,RPA3
LIG1,XAB2
LIG1,UVSSA
LIG1,MNAT1
LIG1,PRPF19
LIG1,TCEA1
LIG1,RBX1
LIG1,USP7
LIG1,POLR2C
LIG1,AQR
LIG1,POLR2B
LIG1,UBC
LIG1,HMGN1
LIG1,UBB
LIG1,RPS27A
LIG1,PPIE
LIG1,POLR2I
LIG1,POLR2F
LIG1,POLR2D
LIG1,ZNF830
LIG1,POLR2J
LIG1,POLR2E
LIG1,POLR2H
LIG1,POLR2K
LIG1,POLR2L
CDK19,CEBPA
TRAF2,MAP4K5
TRAF2,TRAF3
TRAF2,TNIK
TRAF2,MAP4K2
TRAF2,USP4
TRAF2,MAP4K4
TRAF2,NRK
TRAF2,SMPD1
TRAF2,TXN
TRAF2,MAP4K3
TRAF2,SMPD3
RPL7A,UBA52
RPL7A,RPS8
RPL7A,RPS10
RPL7A,RPLP1
RPL7A,RPS12
RPL7A,RPS16
RPL7A,RPLP0
RPL7A,RPS21
RPL7A,RPS26
RPL7A,RPS11
RPL7A,RPS5
RPL7A,RPS15
RPL7A,RPS2
RPL7A,RPS19
RPL7A,RPS17
RPL7A,RPS3
RPL7A,RPS28
RPL7A,RPS4X
RPL7A,RPLP2
RPL7A,RPS18
RPL7A,RPS23
RPL7A,RPS9
RPL7A,RPS14
RPL7A,RPS25
RPL7A,RPS7
RPL7A,RPS13
RPL7A,RPS3A
RPL7A,RPS24
RPL7A,RPS27A
RPL7A,RPS6
RPL7A,RPS15A
RPL7A,RPL8
RPL7A,RPS29
RPL7A,RPSA
RPL7A,EIF2S3
RPL7A,EIF2S2
RPL7A,SPCS1
RPL7A,SEC11A
RPL7A,SPCS3
RPL7A,SEC11C
RPL7A,SPCS2
F3,F9
AP2S1,EPS15
AP2S1,ARFGAP1
AP2S1,IGF2R
AP2S1,MAPK1
AP2S1,ARF6
AP2S1,SLC2A8
AP2S1,VAMP4
AP2S1,M6PR
AP2S1,EPN1
AP2S1,TFRC
AP2S1,EPN2
AP2S1,UBQLN2
AP2S1,CFTR
AP2S1,ROR2
AP2S1,DNAL4
AP2S1,FZD2
AP2S1,RPS6KA5
AP2S1,RPS6KA2
AP2S1,RPS6KA1
AP2S1,RPS6KA6
AP2S1,SLC18A3
AP2S1,RPS6KA4
AP2S1,RPS6KA3
AP2S1,FZD5
AP2S1,CD3G
AP2S1,TF
AP2S1,CD4
AP2S1,TGOLN2
RFC4,UBE2T
RFC4,XRCC1
RFC4,TP53
RFC4,YWHAZ
RFC4,RPS27A
RFC4,UBC
RFC4,UBB
RFC4,UBA7
MRPS11,MRPL36
MRPS11,MRPL11
MRPS11,MRPL17
MRPS11,MRPL13
MRPS11,MRPL32
MRPS11,MRPL24
MRPS11,MRPL19
MRPS11,MRPL9
MRPS11,MRPL27
MRPS11,MRPL20
MRPS11,MRPL46
MRPS11,MRPL15
MRPS11,MRPL33
MRPS11,MRPL43
MRPS11,MRPL16
MRPS11,MRPL49
MRPS11,MRPL40
MRPS11,MRPL4
MRPS11,MRPL3
MRPS11,MRPL47
MRPS11,MRPL45
MRPS11,MRPL1
MRPS11,MRPL41
MRPS11,MRPL37
MRPS11,MRPL28
MRPS11,MRPL38
MRPS11,MRPL34
MRPS11,GADD45GIP1
MRPS11,MRPL54
MRPS11,MRPL12
MRPS11,MRPL10
MRPS11,MRPL57
MRPS11,MRPL18
MRPS11,MRPL50
MRPS11,MRPL48
MRPS11,MRPL42
MRPS11,MRPL30
MRPS11,MRPL35
MRPS11,MRPL53
MRPS11,MRPL39
MRPS11,MRPL51
MRPS11,MRPL55
MRPS11,MRPL52
MRPS11,OXA1L
TXNRD1,TXN
TAF11,TP53
TAF11,INTS12
TAF11,ZC3H8
TAF11,INTS10
TAF11,INTS9
TAF11,NABP2
TAF11,NABP1
TAF11,INTS4
TAF11,INTS7
TAF11,INTS8
TAF11,INTS1
TAF11,INTS5
TAF11,ELL2
TAF11,INTS2
TAF11,INTS6
TAF11,ICE2
TAF11,ICE1
TAF11,INTS3
TAF11,ELL3
PPP4R2,RPA1
SMARCA4,COPRS
GPS1,DCAF11
GPS1,BTBD1
GPS1,ASB4
GPS1,DCAF4
GPS1,NEDD8
GPS1,RBX1
GPS1,SKP1
GPS1,SKP2
GPS1,ASB9
GPS1,RNF7
GPS1,ASB8
GPS1,RUVBL1
GPS1,BTBD6
GPS1,MCRS1
GPS1,ASB5
GPS1,ASB11
GPS1,ASB15
GPS1,ASB6
GPS1,WDR5
GPS1,DDA1
GPS1,INO80E
GPS1,TULP4
GPS1,SPSB3
GPS1,TFPT
GPS1,YY1
GPS1,WSB2
GPS1,INO80B
GPS1,FEM1B
GPS1,WSB1
GPS1,RBBP5
GPS1,FEM1A
GPS1,SPSB4
GPS1,KLHL11
GPS1,ASB2
GPS1,ANKRD9
GPS1,FEM1C
GPS1,KLHL25
GPS1,KBTBD8
GPS1,RBBP7
GPS1,KLHL41
GPS1,ASB14
GPS1,KLHL42
GPS1,KBTBD13
GPS1,LMO7
GPS1,SPSB2
GPS1,KCTD7
GPS1,KLHL2
GPS1,DCAF17
GPS1,KLHL9
GPS1,ASB16
GPS1,KLHL5
GPS1,SOCS6
GPS1,INO80D
GPS1,ASB17
GPS1,VHL
GPS1,DCAF7
GPS1,ASB18
GPS1,WDTC1
GPS1,ASB12
GPS1,SOCS3
GPS1,GAN
GPS1,NFRKB
NFKBIA,RELA
NFKBIA,TNF
NFKBIA,SRC
NFKBIA,UBE2I
NFKBIA,NKIRAS2
NFKBIA,NKIRAS1
NFKBIA,PSMD3
NFKBIA,UBE2D1
NFKBIA,SUMO1
NFKBIA,TRAF6
NFKBIA,SKP1
NFKBIA,PRKCA
NFKBIA,SYK
NFKBIA,TRAF1
NFKBIA,TNFRSF1A
NFKBIA,UBE2D2
NFKBIA,PSMA1
NFKBIA,PSMA4
NFKBIA,TAB2
NFKBIA,PSMA2
NFKBIA,PSMC6
NFKBIA,TYK2
NFKBIA,XPO1
NFKBIA,PRKCZ
NFKBIA,PRKCD
NFKBIA,PSMA6
NFKBIA,PSMD4
NFKBIA,PSMC3
NFKBIA,RBX1
NFKBIA,PSMC4
NFKBIA,PSMD11
NFKBIA,PSMB8
NFKBIA,PSMC1
NFKBIA,PSMB9
NFKBIA,PRKCB
NFKBIA,PSMD12
NFKBIA,PSMD8
NFKBIA,PSMA5
NFKBIA,PSMB1
NFKBIA,NGF
NFKBIA,PSMD1
NFKBIA,PAWR
NFKBIA,PSMC5
NFKBIA,PSMC2
NFKBIA,PSMD14
NFKBIA,PSMD10
NFKBIA,PSMD7
NFKBIA,PSMD6
NFKBIA,PSMB3
NFKBIA,PSMB2
NFKBIA,PSME2
NFKBIA,PSMA3
NFKBIA,PSME4
NFKBIA,PSMA8
NFKBIA,PSMB7
NFKBIA,SQSTM1
NFKBIA,PSMB11
NFKBIA,PSME3
NFKBIA,PSMB4
NFKBIA,PSME1
NFKBIA,NGFR
NFKBIA,PSMD5
NFKBIA,PSMB6
NFKBIA,PSMF1
NFKBIA,TDP2
LIMS1,PARVA
BBS9,MKKS
BBS9,ARL6
BBS9,SSTR3
BBS9,CCT2
BBS9,CCT8
BBS9,CCT3
BBS9,CCT5
BBS9,CCT4
SLC38A9,TSC2
SLC38A9,TSC1
BIRC5,CDK1
BIRC5,BUB1
BIRC5,CCNB1
BIRC5,KIF2C
BIRC5,KIF20A
BIRC5,PLK1
BIRC5,ESPL1
BIRC5,CENPA
BIRC5,RACGAP1
BIRC5,UBE2I
BIRC5,SUMO1
BIRC5,NUP37
BIRC5,NDC1
BIRC5,TPR
BIRC5,ITGB1
BIRC5,NUP155
BIRC5,NUP43
BIRC5,NUP93
BIRC5,NUP62
BIRC5,NUP107
BIRC5,NUP205
BIRC5,NUP35
BIRC5,NUP160
BIRC5,PIAS3
BIRC5,NUP54
BIRC5,NUP188
BIRC5,RANBP2
BIRC5,RANGAP1
BIRC5,RAE1
BIRC5,NUP153
BIRC5,NUP133
BIRC5,NUP50
BIRC5,NUP88
BIRC5,DIABLO
BIRC5,POM121
BIRC5,OBSL1
BIRC5,PEBP1
BIRC5,CUL7
MSH6,RPA1
MSH6,RPA3
RPL34,RPS18
RPL34,RPLP2
RPL34,RPS26
RPL34,RPS10
RPL34,UBA52
RPL34,RPS2
RPL34,RPL6
RPL34,RPS19
RPL34,RPS11
RPL34,RPS5
RPL34,RPS15
RPL34,RPS12
RPL34,RPS16
RPL34,RPL5
RPL34,RPS14
RPL34,RPS8
RPL34,RPLP1
RPL34,RPLP0
RPL34,RPS21
RPL34,RPS7
RPL34,RPS25
RPL34,RPS3
RPL34,RPS28
RPL34,RPS17
RPL34,RPS4X
RPL34,RPS3A
RPL34,RPL39
RPL34,RPS13
RPL34,RPS9
RPL34,RPL36A
RPL34,RPS23
RPL34,RPL35A
RPL34,RPS6
RPL34,RPS15A
RPL34,RPS29
RPL34,RPSA
RPL34,RPL4
RPL34,RPS24
RPL34,RPS27A
RPL34,RPL35
RPL34,RPL8
RPL34,EIF2S3
RPL34,EIF2S2
RPL34,SPCS1
RPL34,SEC11A
RPL34,SPCS3
RPL34,SEC11C
RPL34,SPCS2
RNF7,UBE2D1
RNF7,UBE2D2
RNF7,UBE2D3
RNF7,UBC
RNF7,RPS27A
RNF7,UBA52
RNF7,UBB
AKT1,FOXO3
AKT1,PPP2CA
AKT1,PDPK1
AKT1,GSK3B
AKT1,HSP90AA1
AKT1,FOXO1
AKT1,RICTOR
AKT1,TSC2
AKT1,PIK3CA
AKT1,EIF4EBP1
AKT1,AKT1S1
AKT1,CDKN1A
AKT1,CDKN1B
AKT1,STAT3
AKT1,TP53
AKT1,PHLPP2
AKT1,CASP9
AKT1,BCL2L1
AKT1,ILK
AKT1,CREB1
AKT1,BAD
AKT1,TCL1A
AKT1,TBC1D4
AKT1,ERBB3
AKT1,PHLPP1
AKT1,ESR1
AKT1,MDM2
AKT1,RPTOR
AKT1,PIK3R1
AKT1,FOXO4
AKT1,MAP3K5
AKT1,HIF1A
AKT1,TSC1
AKT1,PRKDC
AKT1,GRB2
AKT1,PTPN1
AKT1,APPL1
AKT1,PIK3CB
AKT1,TERT
AKT1,NR4A1
AKT1,TRAF6
AKT1,RAC1
AKT1,SHC1
AKT1,EDN1
AKT1,PIK3CG
AKT1,RAF1
AKT1,KHSRP
AKT1,SRC
AKT1,THEM4
AKT1,IL2
AKT1,FOXO6
AKT1,MAPKAP1
AKT1,EP300
AKT1,CHUK
AKT1,ARNT
AKT1,FOXA2
AKT1,PPP2R1A
AKT1,YWHAZ
AKT1,MLST8
AKT1,CREBBP
AKT1,PPP2R5B
AKT1,CASP3
AKT1,ZFP36L1
AKT1,PIK3R2
AKT1,GSK3A
AKT1,IKBKG
AKT1,VEGFA
AKT1,GRB10
AKT1,SFN
AKT1,DEPTOR
AKT1,STAT6
AKT1,NOTCH4
AKT1,TRIB3
AKT1,SOS1
AKT1,ITGB3
AKT1,CBY1
AKT1,MST1
AKT1,CD40
AKT1,RARA
AKT1,PDE3B
AKT1,TCL1B
AKT1,RALGDS
AKT1,PIK3R3
AKT1,ITGB4
AKT1,GAB1
AKT1,MAP3K8
AKT1,PRR5
AKT1,PDGFB
AKT1,PPP2R5C
AKT1,CD19
AKT1,S1PR3
AKT1,LAMTOR2
AKT1,YWHAE
AKT1,PPP2R5E
AKT1,USP8
AKT1,PIK3R5
AKT1,PPP2R5A
AKT1,PPP2R5D
AKT1,YWHAQ
AKT1,RELN
AKT1,MST1R
AKT1,CD40LG
AKT1,YWHAG
AKT1,PHF20
AKT1,PFKFB2
AKT1,PIK3CD
AKT1,GLI2
AKT1,PARVA
AKT1,NOS1
AKT1,RPS6KB2
AKT1,PRKCZ
AKT1,YWHAH
AKT1,RRAGC
AKT1,PDGFRB
AKT1,BCL2
AKT1,RRAGB
AKT1,IL2RA
AKT1,ITGA6
AKT1,PELP1
AKT1,LCK
AKT1,EDNRA
AKT1,DENND1A
AKT1,AURKA
AKT1,SMO
AKT1,ITGA2B
AKT1,CBLB
AKT1,VLDLR
AKT1,PPP2CB
AKT1,RRAGD
AKT1,MAPK14
AKT1,MAP2K4
AKT1,PPP2R1B
AKT1,GNAI2
AKT1,RXRA
AKT1,PML
AKT1,JAK1
AKT1,UBE2D1
AKT1,GRB14
AKT1,LNPEP
AKT1,IL2RG
AKT1,IL2RB
AKT1,LAMTOR5
AKT1,STRN
AKT1,JAK3
AKT1,LAMTOR1
AKT1,NRIP1
AKT1,GNAI1
AKT1,DAB1
AKT1,RARG
AKT1,RARB
AKT1,GNAO1
AKT1,PIK3R6
AKT1,RBP1
AKT1,LAMTOR3
AKT1,CBFB
AKT1,MAP3K14
AKT1,XIAP
AKT1,JUN
AKT1,LAMTOR4
AKT1,RXRB
AKT1,NOS2
AKT1,MKRN1
AKT1,RXRG
AKT1,GNAZ
AKT1,MAPK3
AKT1,OGT
AKT1,MAPK1
GNB1,GNG5
GNB1,GNG7
GNB1,GNG12
GNB1,GNGT1
GNB1,GNG2
GNB1,GNG4
GNB1,GNG3
GNB1,GNG8
GNB1,GNGT2
GNB1,HTR1B
GNB1,KCNJ6
GNB1,KCNJ5
GNB1,KCNJ3
GNB1,PIK3R5
GNB1,OPRM1
GNB1,KCNJ9
GNB1,PIK3CG
GNB1,PDE6G
GNB1,PIK3R6
GNB1,PLCB2
GNB1,PDE6A
GNB1,TBXA2R
GNB1,PIK3CA
GNB1,PTH1R
GNB1,HTR1A
GNB1,MTNR1A
GNB1,PDE6B
GNB1,HRAS
GNB1,MTNR1B
GNB1,PIK3CB
GNB1,MAPK14
GNB1,NPSR1
GNB1,MAPK11
GNB1,PIK3R1
GNB1,GPR45
GNB1,PRKACB
GNB1,RAC1
GNB1,PLCB1
GNB1,PTK2
GNB1,PRKACG
GNB1,OPN1SW
GNB1,SRC
GNB1,PRKCE
GNB1,LCK
GNB1,OR10P1
GNB1,SAG
GNB1,PTGER3
GNB1,OR1G1
GNB1,OPN1LW
GNB1,GPR176
GNB1,GPR27
GNB1,PTPN6
GNB1,HTR5A
GNB1,PRKCA
GNB1,MC5R
GNB1,OR5K4
GNB1,HTR4
GNB1,HTR7
GNB1,MC2R
GNB1,HRH2
GNB1,OR1L8
GNB1,PTGER1
GNB1,HTR1E
GNB1,GPR150
GNB1,OR5K3
GNB1,PTGDR
GNB1,HTR6
GNB1,GPR25
GNB1,GPR39
GNB1,GPR84
GNB1,PTGER4
GNB1,MC1R
GNB1,VIPR2
GNB1,PTGIR
GNB1,PTGER2
GNB1,LPAR1
GNB1,HTR1F
GNB1,MC4R
GNB1,GPR83
GNB1,HTR1D
GNB1,MC3R
GNB1,TAAR1
GNB1,SCTR
GNB1,VIPR1
GNB1,PTH2R
GNB1,OR2C1
GNB1,OR6A2
GNB1,OR51E1
GNB1,OR52D1
GNB1,OR1D5
GNB1,PRKCB
GNB1,OR5P3
GNB1,GRIK3
GNB1,PRKCG
GNB1,OR52A5
GNB1,PLCG1
GNB1,GPSM1
GNB1,OR52I2
GNB1,GRM3
GNB1,OR52I1
GNB1,OR51L1
GNB1,OR1A1
GNB1,OR52N4
GNB1,OR2W1
GNB1,SHC1
GNB1,PLCB4
GNB1,OR51E2
GNB1,OR1D2
GNB1,OR7D4
GNB1,OR1A2
GNB1,GRM7
GNB1,GPR32
GNB1,OR51Q1
GNB1,GRM8
GNB1,PLCB3
GNB1,PIK3R2
GNB1,OR10AD1
GNB1,PDYN
GNB1,OR52N1
GNB1,OR5AP2
GNB1,OR2T4
GNB1,OR2T29
GNB1,POMC
GNB1,OR8A1
GNB1,OR5B21
GNB1,VIP
GNB1,OR4K1
GNB1,GRM4
GNB1,HLA-DRB1
GNB1,OR10C1
GNB1,OR4S2
GNB1,WNT11
GNB1,GRM2
GNB1,OR4C6
GNB1,OR2T5
GNB1,OR52R1
GNB1,OR2B3
GNB1,OR14J1
GNB1,OR2T6
GNB1,OR5V1
GNB1,OR2J3
GNB1,OR2J2
GNB1,SCT
GNB1,OR8K3
GNB1,OR51J1
GNB1,OR5M8
GNB1,OR2AP1
GNB1,OR5H2
GNB1,OR6Q1
GNB1,OR2B11
GNB1,OR52E2
GNB1,OR10W1
GNB1,IAPP
GNB1,OR8K5
GNB1,OR52N2
GNB1,OR2Z1
GNB1,OR52N5
GNB1,OR51S1
GNB1,OR11H2
GNB1,OR5AK2
GNB1,OR5D18
GNB1,OR2S2
GNB1,OR5D14
GNB1,OR6B3
GNB1,OR13F1
GNB1,OR8D4
GNB1,OR51G2
GNB1,OR2T2
GNB1,OR5T1
GNB1,OR2AG1
GNB1,OR6C2
GNB1,OR8H1
GNB1,OR4X2
GNB1,OR7E24
GNB1,OR51G1
GNB1,OR5AR1
GNB1,OR8B4
GNB1,OR9A2
GNB1,OR9Q1
GNB1,OR7D2
GNB1,OR11L1
GNB1,OR2F1
GNB1,OR6P1
GNB1,OR2H1
GNB1,OR10K1
GNB1,OR11A1
GNB1,RAMP1
GNB1,OR4C12
GNB1,OR10J5
GNB1,OR56B1
GNB1,OR5T2
GNB1,HLA-DRA
GNB1,OR4F5
GNB1,OR51F1
GNB1,OR4F21
GNB1,OR10H4
GNB1,OR5AN1
GNB1,OR2A5
GNB1,OR2A2
GNB1,OR2D3
GNB1,OR1L4
GNB1,OR4P4
GNB1,GPHA2
GNB1,OR52B2
GNB1,OR8K1
GNB1,OR5M9
GNB1,OR1C1
GNB1,OR10S1
GNB1,OR2A14
GNB1,OR2A12
GNB1,OR3A2
GNB1,OR4E2
GNB1,OR2A7
GNB1,OR6B1
GNB1,OR2A25
GNB1,OR4K13
GNB1,OR14C36
GNB1,GPBAR1
GNB1,OR2M7
GNB1,OR5D13
GNB1,OR12D3
GNB1,OR4K17
GNB1,OR4L1
GNB1,OR4M1
GNB1,OR4N2
GNB1,OR2A4
GNB1,OR6N2
GNB1,OR4K5
GNB1,OR2T33
GNB1,OR11H4
GNB1,PTH
GNB1,OR52K2
GNB1,OR10K2
GNB1,OR4D11
GNB1,OR2T35
GNB1,OR2T12
GNB1,LHCGR
GNB1,OR6C6
GNB1,OR11H6
GNB1,OR6X1
GNB1,OR13D1
GNB1,OR4C3
GNB1,GPR15
GNB1,OR52E4
GNB1,OR13C4
GNB1,OR4X1
GNB1,OR4S1
GNB1,OR1K1
GNB1,OR4F17
GNB1,OR10T2
GNB1,OR4C5
GNB1,OR4F4
GNB1,OR10G4
GNB1,OR13C8
GNB1,TSHB
GNB1,PF4
GNB1,OR8H3
GNB1,P2RY11
GNB1,OR7A5
GNB1,OR2L5
GNB1,OR51V1
GNB1,OR4A16
GNB1,OR10Z1
GNB1,OR5AC2
GNB1,NPS
GNB1,OR6T1
GNB1,OR13C3
GNB1,OR13C5
GNB1,OR1J2
GNB1,OR5AS1
GNB1,OR10G9
GNB1,OR8B2
GNB1,OR4F15
GNB1,OR4C15
GNB1,OR4C16
GNB1,OR4C13
GNB1,OR1J1
GNB1,OR13C9
GNB1,OR2F2
GNB1,OR1N2
GNB1,OR5C1
GNB1,OR6B2
GNB1,GPSM3
GNB1,OR51M1
GNB1,OR10H1
GNB1,OR13A1
GNB1,OR4A15
GNB1,OR56A1
GNB1,OR1J4
GNB1,OR3A3
GNB1,OR51F2
GNB1,OR5L1
GNB1,OR6N1
GNB1,OR5M11
GNB1,OR56B4
GNB1,OR8H2
GNB1,OR5F1
GNB1,OR4D1
GNB1,OR8G1
GNB1,OR52W1
GNB1,OR52K1
GNB1,OR10G3
GNB1,PXN
GNB1,OR13C2
GNB1,OR14A16
GNB1,OR9I1
GNB1,OR10A4
GNB1,RLN3
GNB1,LHB
GNB1,OR2G6
GNB1,OR2T34
GNB1,OR6C1
GNB1,OR6C3
GNB1,OR6C65
GNB1,OR6C75
GNB1,OR10V1
GNB1,INSL3
GNB1,OR5AU1
GNB1,OR13G1
GNB1,OR2M2
GNB1,OR9G1
GNB1,OR8G5
GNB1,OR1L3
GNB1,OR7G3
GNB1,OR51B6
GNB1,OR5A1
GNB1,OR51I1
GNB1,OR5B2
GNB1,OR52L1
GNB1,OR9Q2
GNB1,OR8B8
GNB1,OR51B2
GNB1,OR4F6
GNB1,OR51D1
GNB1,OR6M1
GNB1,OR4A47
GNB1,OR5K2
GNB1,OR51B5
GNB1,OR5J2
GNB1,OR1L1
GNB1,OR2B6
GNB1,OR4B1
GNB1,OR10A7
GNB1,OR11H1
GNB1,OR8D1
KIT,KITLG
KIT,PIK3R1
KIT,PIK3CA
KIT,NRAS
KIT,STAT5A
KIT,STAT5B
KIT,KRAS
KIT,SNAI2
KIT,SH2B3
KIT,STAT3
KIT,VAV1
KIT,MATK
KIT,PIK3R3
KIT,PIK3R2
KIT,LYN
KIT,PTPN6
KIT,VEGFA
KIT,SOCS1
KIT,SH2B2
KIT,SHC1
KIT,STAP1
KIT,PRKCA
KIT,TEC
KIT,PTPRO
KIT,SOS1
KIT,PIK3C2B
TADA3,TP53
CAPZB,NR3C2
CAPZB,HSP90AA1
CAPZB,RAB3GAP1
CAPZB,RAB3GAP2
CAPZB,FKBP4
CAPZB,NR3C1
CAPZB,PGR
RCC1,NUTF2
PSMB1,UBA52
PSMB1,UBB
PSMB1,UBC
PSMB1,SKP1
PSMB1,RPS27A
PSMB1,RBX1
PSMB1,UBE2D1
PSMB1,UBE2E1
PSMB1,TNKS2
PSMB1,TNKS
PSMB1,GTSE1
PSMB1,OAZ1
PSMB1,TP53
PSMB1,SMURF2
PSMB1,WWP1
PSMB1,PTTG1
PSMB1,ODC1
PSMB1,PTEN
PSMB1,GMNN
PSMB1,TNFSF12
PSMB1,TNFRSF12A
PSMB1,RELA
PSMB1,OAZ3
PSMB1,TNF
PSMB1,OAZ2
PSMB1,ZSWIM8
PSMB1,TNFSF14
PSMB1,RUNX3
PSMB1,TNFSF13B
PSMB1,TRAF3
PSMB1,TNFRSF11A
PSMB1,REL
PSMB1,SUFU
PSMB1,TNFRSF1B
PSMB1,VHL
PSMB1,TNFRSF13C
PSMB1,FBXO5
PSMB1,PRICKLE1
PSMB1,RNF146
PSMB1,RELB
AURKB,KIF20A
AURKB,BUB1
AURKB,KIF2C
AURKB,CENPA
AURKB,CDK1
AURKB,CCNB1
AURKB,ESPL1
AURKB,NCAPH
AURKB,PLK1
AURKB,NCAPG
AURKB,RACGAP1
AURKB,NCAPD2
AURKB,SMC4
AURKB,NSUN2
AURKB,SMC2
AURKB,NPM1
AURKB,STMN1
AURKB,UBE2I
AURKB,DES
AURKB,UBC
AURKB,PSMA3
AURKB,NUP107
AURKB,SUMO1
AURKB,PEBP1
AURKB,RANGAP1
AURKB,NUP205
AURKB,NUP153
AURKB,PSMD4
AURKB,RANBP2
AURKB,NUP50
AURKB,NDC1
AURKB,NUP37
AURKB,PSMD5
AURKB,NUP35
AURKB,NUP155
AURKB,NCL
AURKB,TPR
AURKB,NUP133
AURKB,NUP93
AURKB,PSMA2
AURKB,NUP160
AURKB,VIM
AURKB,NUP62
AURKB,UBB
AURKB,PSMB2
AURKB,NUP43
AURKB,PSMD10
AURKB,PSMA5
AURKB,PIAS3
AURKB,PSMC3
AURKB,PSMA4
AURKB,NUP210
AURKB,RAE1
AURKB,PSMD14
AURKB,PSMB7
AURKB,PSMA1
AURKB,RPS27A
AURKB,PSME3
AURKB,NUP54
AURKB,NUP188
AURKB,PSMC2
AURKB,PSMB4
AURKB,PSMC5
AURKB,PSMB3
AURKB,PSMA6
AURKB,PSMA8
AURKB,PSMB6
AURKB,NUP214
AURKB,PSMC4
AURKB,NUP88
AURKB,PSMD7
AURKB,PSMB9
AURKB,MYLK
AURKB,UBA52
AURKB,PSMD6
AURKB,PSMD11
AURKB,PSMD8
AURKB,PSMC6
AURKB,PSMD12
AURKB,PSMD3
AURKB,PSMC1
AURKB,POM121C
AURKB,POM121
AURKB,PSME4
AURKB,PSMD1
AURKB,PSMB8
AURKB,PSMB11
EIF2B4,EIF2S2
EIF2B4,EIF2S3
PRKAB2,STK11
PRKAB2,SESN2
PRKAB2,TSC2
PRKAB2,TP53
PRKAB2,RPTOR
PRKAB2,ULK1
PRKAB2,ACACA
PRKAB2,SESN3
PRKAB2,STRADB
PRKAB2,RRAGB
PRKAB2,RRAGD
PRKAB2,TBC1D1
PRKAB2,RRAGC
PRKAB2,PIK3R4
PRKAB2,RB1CC1
HIF1A,HIF1AN
HIF1A,VHL
HIF1A,VEGFA
HIF1A,NAA10
HIF1A,STAT3
HIF1A,LDHA
HIF1A,OS9
HIF1A,MAPK3
HIF1A,UBXN7
HIF1A,RBX1
HIF1A,PSMC3
HIF1A,UBC
HIF1A,NEDD8
HIF1A,LRRK2
HIF1A,PTK6
HIF1A,PSMD10
HIF1A,PSMC6
HIF1A,UBE2D1
HIF1A,PSMA4
HIF1A,PSMC5
HIF1A,PSMC1
HIF1A,UBE2D2
HIF1A,MAPK1
HIF1A,SIRT6
HIF1A,UBE2D3
HIF1A,UBB
HIF1A,LIMD1
HIF1A,PSMD5
HIF1A,PSMD4
HIF1A,PSMD1
HIF1A,PSMD12
HIF1A,RPS27A
HIF1A,PSMB6
HIF1A,PSMB8
HIF1A,PSMB9
HIF1A,PSMB4
HIF1A,PSMC2
HIF1A,PSMD14
HIF1A,PSMD7
HIF1A,PSMA2
HIF1A,PSMD6
HIF1A,PSMA3
HIF1A,PSMC4
HIF1A,PSMA5
HIF1A,PSME4
HIF1A,PSME2
HIF1A,PSMD11
HIF1A,PSMB2
HIF1A,PSMA8
HIF1A,PSMB3
HIF1A,PSMD3
HIF1A,PSMB7
HIF1A,PSME3
HIF1A,PSMA6
HIF1A,PSMB11
CHMP6,VPS4B
