Gene1,stId,name,Gene2,connected_driver_gene,gene_type,expression_matrix
CDK1,CDK1,CDK1,CENPM,,3,3.8898221832138344
CDK1,CDK1,CDK1,CENPN,,3,3.8898221832138344
CDK1,CDK1,CDK1,CENPO,,3,3.8898221832138344
CDK1,CDK1,CDK1,CENPT,,3,3.8898221832138344
CDK1,CDK1,CDK1,CENPU,,3,3.8898221832138344
CDK1,CDK1,CDK1,CLASP1,,3,3.8898221832138344
CDK1,CDK1,CDK1,CLASP2,,3,3.8898221832138344
CDK1,CDK1,CDK1,CLIP1,CLIP1,2,3.8898221832138344
CDK1,CDK1,CDK1,CPEB1,,3,3.8898221832138344
CDK1,CDK1,CDK1,DSN1,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNC1H1,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNC1I1,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNC1I2,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNC1LI2,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNLL1,,3,3.8898221832138344
CDK1,CDK1,CDK1,DYNLL2,,3,3.8898221832138344
CDK1,CDK1,CDK1,ERCC6L,,3,3.8898221832138344
CDK1,CDK1,CDK1,FBXO43,,3,3.8898221832138344
CDK1,CDK1,CDK1,FBXO5,,3,3.8898221832138344
CDK1,CDK1,CDK1,FOXM1,,3,3.8898221832138344
CDK1,CDK1,CDK1,FZR1,,3,3.8898221832138344
CDK1,CDK1,CDK1,GOLGA2,,3,3.8898221832138344
CDK1,CDK1,CDK1,GORASP1,,3,3.8898221832138344
CDK1,CDK1,CDK1,ITGB3BP,,3,3.8898221832138344
CDK1,CDK1,CDK1,KIF18A,,3,3.8898221832138344
CDK1,CDK1,CDK1,KIF2A,,3,3.8898221832138344
CDK1,CDK1,CDK1,KIF2B,,3,3.8898221832138344
CDK1,CDK1,CDK1,LPIN1,,3,3.8898221832138344
CDK1,CDK1,CDK1,MAD1L1,,3,3.8898221832138344
CDK1,CDK1,CDK1,MAD2L1,,3,3.8898221832138344
CDK1,CDK1,CDK1,MAP2K1,MAP2K1,2,3.8898221832138344
CDK1,CDK1,CDK1,MAPK6,,3,3.8898221832138344
CDK1,CDK1,CDK1,MAPRE1,,3,3.8898221832138344
CDK1,CDK1,CDK1,MASTL,,3,3.8898221832138344
CDK1,CDK1,CDK1,MDM2,MDM2,2,3.8898221832138344
CDK1,CDK1,CDK1,MIS12,,3,3.8898221832138344
CDK1,CDK1,CDK1,NCAPD2,,3,3.8898221832138344
CDK1,CDK1,CDK1,NCAPD3,,3,3.8898221832138344
CDK1,CDK1,CDK1,NCAPG,,3,3.8898221832138344
CDK1,CDK1,CDK1,NCAPH2,,3,3.8898221832138344
CDK1,CDK1,CDK1,NDC1,,3,3.8898221832138344
CDK1,CDK1,CDK1,NDE1,,3,3.8898221832138344
CDK1,CDK1,CDK1,NDEL1,,3,3.8898221832138344
CDK1,CDK1,CDK1,NEK9,,3,3.8898221832138344
CDK1,CDK1,CDK1,NSL1,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUDC,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUF2,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUMA1,NUMA1,2,3.8898221832138344
CDK1,CDK1,CDK1,NUP133,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP153,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP155,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP160,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP188,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP205,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP210,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP214,NUP214,2,3.8898221832138344
CDK1,CDK1,CDK1,NUP35,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP37,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP43,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP50,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP54,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP62,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP88,,3,3.8898221832138344
CDK1,CDK1,CDK1,NUP93,,3,3.8898221832138344
CDK1,CDK1,CDK1,PAFAH1B1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PDS5A,,3,3.8898221832138344
CDK1,CDK1,CDK1,PDS5B,,3,3.8898221832138344
CDK1,CDK1,CDK1,PLK1,,3,3.8898221832138344
CDK1,CDK1,CDK1,POM121,,3,3.8898221832138344
CDK1,CDK1,CDK1,POM121C,,3,3.8898221832138344
CDK1,CDK1,CDK1,PPP1CC,,3,3.8898221832138344
CDK1,CDK1,CDK1,RAB1A,,3,3.8898221832138344
CDK1,CDK1,CDK1,RAB8A,,3,3.8898221832138344
CDK1,CDK1,CDK1,RAE1,,3,3.8898221832138344
CDK1,CDK1,CDK1,RANBP2,RANBP2,2,3.8898221832138344
CDK1,CDK1,CDK1,RANGAP1,,3,3.8898221832138344
CDK1,CDK1,CDK1,RB1,RB1,2,3.8898221832138344
CDK1,CDK1,CDK1,RCC2,,3,3.8898221832138344
CDK1,CDK1,CDK1,RXRA,,3,3.8898221832138344
CDK1,CDK1,CDK1,SKA1,,3,3.8898221832138344
CDK1,CDK1,CDK1,SKA2,,3,3.8898221832138344
CDK1,CDK1,CDK1,SMC1A,SMC1A,2,3.8898221832138344
CDK1,CDK1,CDK1,SMC3,,3,3.8898221832138344
CDK1,CDK1,CDK1,SMC4,,3,3.8898221832138344
CDK1,CDK1,CDK1,SPC24,,3,3.8898221832138344
CDK1,CDK1,CDK1,SPC25,,3,3.8898221832138344
CDK1,CDK1,CDK1,SPDL1,,3,3.8898221832138344
CDK1,CDK1,CDK1,STAG2,STAG2,2,3.8898221832138344
CDK1,CDK1,CDK1,TAOK1,,3,3.8898221832138344
CDK1,CDK1,CDK1,TP73,,3,3.8898221832138344
CDK1,CDK1,CDK1,TPR,TPR,2,3.8898221832138344
CDK1,CDK1,CDK1,UBE2D1,,3,3.8898221832138344
CDK1,CDK1,CDK1,UBE2E1,,3,3.8898221832138344
CDK1,CDK1,CDK1,USO1,,3,3.8898221832138344
CDK1,CDK1,CDK1,VCPIP1,,3,3.8898221832138344
CDK1,CDK1,CDK1,WEE1,,3,3.8898221832138344
CDK1,CDK1,CDK1,XPO1,XPO1,2,3.8898221832138344
CDK1,CDK1,CDK1,ZW10,,3,3.8898221832138344
CDK1,CDK1,CDK1,ZWILCH,,3,3.8898221832138344
CDK1,CDK1,CDK1,ZWINT,,3,3.8898221832138344
CDK1,CDK1,CDK1,AHCTF1,,3,3.8898221832138344
CDK1,CDK1,CDK1,CDCA5,,3,3.8898221832138344
CDK1,CDK1,CDK1,CDK7,,3,3.8898221832138344
CDK1,CDK1,CDK1,GADD45A,,3,3.8898221832138344
CDK1,CDK1,CDK1,GADD45B,,3,3.8898221832138344
CDK1,CDK1,CDK1,MNAT1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PKMYT1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA2,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA3,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA4,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA5,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMA8,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB11,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB2,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB3,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB6,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB7,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB8,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMB9,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMC1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMC2,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMC3,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMC4,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMC6,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD10,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD11,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD14,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD3,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD4,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD5,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD6,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD7,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMD8,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSME1,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSME2,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSME3,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSME4,,3,3.8898221832138344
CDK1,CDK1,CDK1,PSMF1,,3,3.8898221832138344
CDK1,CDK1,CDK1,SFN,,3,3.8898221832138344
CDK1,CDK1,CDK1,SPDYA,,3,3.8898221832138344
CDK1,CDK1,CDK1,WEE2,,3,3.8898221832138344
CDK19,CDK19,CDK19,CEBPA,CEBPA,2,-0.3069857296383109
CDK2,CDK2,CDK2,CDKN1A,CDKN1A,2,0.670847247494932
CDK2,CDK2,CDK2,CDKN1B,CDKN1B,2,0.670847247494932
CDK2,CDK2,CDK2,CDKN1C,,3,0.670847247494932
CDK2,CDK2,CDK2,CDT1,,3,0.670847247494932
CDK2,CDK2,CDK2,E2F1,E2F1,2,0.670847247494932
CDK2,CDK2,CDK2,E2F3,,3,0.670847247494932
CDK2,CDK2,CDK2,FOXM1,,3,0.670847247494932
CDK2,CDK2,CDK2,FOXO1,FOXO1,2,0.670847247494932
CDK2,CDK2,CDK2,FOXO3,FOXO3,2,0.670847247494932
CDK2,CDK2,CDK2,MCM2,,3,0.670847247494932
CDK2,CDK2,CDK2,MCM3,,3,0.670847247494932
CDK2,CDK2,CDK2,MCM7,,3,0.670847247494932
CDK2,CDK2,CDK2,MCM8,,3,0.670847247494932
CDK2,CDK2,CDK2,MYBL2,,3,0.670847247494932
CDK2,CDK2,CDK2,ORC2,,3,0.670847247494932
CDK2,CDK2,CDK2,ORC3,,3,0.670847247494932
CDK2,CDK2,CDK2,ORC4,,3,0.670847247494932
CDK2,CDK2,CDK2,ORC6,,3,0.670847247494932
CDK2,CDK2,CDK2,POLA1,,3,0.670847247494932
CDK2,CDK2,CDK2,POLE3,,3,0.670847247494932
CDK2,CDK2,CDK2,POLE4,,3,0.670847247494932
CDK2,CDK2,CDK2,PRIM1,,3,0.670847247494932
CDK2,CDK2,CDK2,PRIM2,,3,0.670847247494932
CDK2,CDK2,CDK2,RPS27A,,3,0.670847247494932
CDK2,CDK2,CDK2,RRN3,,3,0.670847247494932
CDK2,CDK2,CDK2,SMAD4,SMAD4,2,0.670847247494932
CDK2,CDK2,CDK2,TP53,TP53,2,0.670847247494932
CDK2,CDK2,CDK2,TP73,,3,0.670847247494932
CDK2,CDK2,CDK2,UBB,,3,0.670847247494932
CDK2,CDK2,CDK2,UBC,,3,0.670847247494932
CDK2,CDK2,CDK2,CDK7,,3,0.670847247494932
CDK2,CDK2,CDK2,CUL1,,3,0.670847247494932
CDK2,CDK2,CDK2,MAPK1,MAPK1,2,0.670847247494932
CDK2,CDK2,CDK2,MAPK3,,3,0.670847247494932
CDK2,CDK2,CDK2,MNAT1,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMA1,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMA2,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMA4,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMA5,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMB2,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMB6,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMB7,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMB8,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMB9,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMC1,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMC2,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMC3,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMC4,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMC6,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD1,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD10,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD14,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD3,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD4,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD5,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD6,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD7,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMD8,,3,0.670847247494932
CDK2,CDK2,CDK2,PSME1,,3,0.670847247494932
CDK2,CDK2,CDK2,PSME2,,3,0.670847247494932
CDK2,CDK2,CDK2,PSME3,,3,0.670847247494932
CDK2,CDK2,CDK2,PSMF1,,3,0.670847247494932
CDK2,CDK2,CDK2,SKP1,,3,0.670847247494932
CDK2,CDK2,CDK2,SPDYA,,3,0.670847247494932
CDK2,CDK2,CDK2,UBE2D1,,3,0.670847247494932
CDK2,CDK2,CDK2,UBE2E1,,3,0.670847247494932
CDK2,CDK2,CDK2,WEE1,,3,0.670847247494932
CDK4,CDK4,CDK4,CDKN1A,,1,0.910275230598668
CDK4,CDK4,CDK4,CDKN1B,,1,0.910275230598668
CDK4,CDK4,CDK4,CDKN2A,,1,0.910275230598668
CDK4,CDK4,CDK4,E2F4,,1,0.910275230598668
CDK4,CDK4,CDK4,E2F5,,1,0.910275230598668
CDK4,CDK4,CDK4,FOXM1,,1,0.910275230598668
CDK4,CDK4,CDK4,PCNA,,1,0.910275230598668
CDK4,CDK4,CDK4,RBL1,,1,0.910275230598668
CDK4,CDK4,CDK4,RBL2,,1,0.910275230598668
CDK4,CDK4,CDK4,SMAD3,,1,0.910275230598668
CDK4,CDK4,CDK4,SMAD4,,1,0.910275230598668
CDK4,CDK4,CDK4,SUV39H1,,1,0.910275230598668
CDK4,CDK4,CDK4,CDK7,,1,0.910275230598668
CDK4,CDK4,CDK4,CDKN2B,,1,0.910275230598668
CDK4,CDK4,CDK4,CDKN2C,,1,0.910275230598668
CDK4,CDK4,CDK4,CDKN2D,,1,0.910275230598668
CDK4,CDK4,CDK4,GADD45A,,1,0.910275230598668
CDK4,CDK4,CDK4,GSK3B,,1,0.910275230598668
CDK4,CDK4,CDK4,JAK2,,1,0.910275230598668
CDK4,CDK4,CDK4,MNAT1,,1,0.910275230598668
CDK4,CDK4,CDK4,MND1,,1,0.910275230598668
CDK4,CDK4,CDK4,MYC,,1,0.910275230598668
CDK4,CDK4,CDK4,PRMT5,,1,0.910275230598668
CDK4,CDK4,CDK4,PSMC3IP,,1,0.910275230598668
CDK4,CDK4,CDK4,RAD51C,,1,0.910275230598668
CDK4,CDK4,CDK4,SMARCA2,,1,0.910275230598668
CDK4,CDK4,CDK4,SMARCA4,,1,0.910275230598668
CDK4,CDK4,CDK4,SMARCB1,,1,0.910275230598668
CDK4,CDK4,CDK4,SMARCC1,,1,0.910275230598668
CDK4,CDK4,CDK4,SMARCC2,,1,0.910275230598668
CDK4,CDK4,CDK4,TEX15,,1,0.910275230598668
CDK4,CDK4,CDK4,WDR77,,1,0.910275230598668
CDK5,CDK5,CDK5,CRMP1,,3,1.0534674151638264
CDK5,CDK5,CDK5,DLG4,,3,1.0534674151638264
CDK5,CDK5,CDK5,DPYSL2,,3,1.0534674151638264
CDK5,CDK5,CDK5,DPYSL3,,3,1.0534674151638264
CDK5,CDK5,CDK5,DPYSL4,,3,1.0534674151638264
CDK5,CDK5,CDK5,DPYSL5,,3,1.0534674151638264
CDK5,CDK5,CDK5,FOXO3,FOXO3,2,1.0534674151638264
CDK5,CDK5,CDK5,GOLGA2,,3,1.0534674151638264
CDK5,CDK5,CDK5,JUN,JUN,2,1.0534674151638264
CDK5,CDK5,CDK5,LMNB1,,3,1.0534674151638264
CDK5,CDK5,CDK5,MAPT,,3,1.0534674151638264
CDK5,CDK5,CDK5,NDEL1,,3,1.0534674151638264
CDK5,CDK5,CDK5,NR3C1,,3,1.0534674151638264
CDK5,CDK5,CDK5,PPP1R1B,,3,1.0534674151638264
CDK5,CDK5,CDK5,PRDX1,,3,1.0534674151638264
CDK5,CDK5,CDK5,PRDX2,,3,1.0534674151638264
CDK5,CDK5,CDK5,TP53,TP53,2,1.0534674151638264
CDK5,CDK5,CDK5,YWHAE,YWHAE,2,1.0534674151638264
CDK5,CDK5,CDK5,EFNA5,,3,1.0534674151638264
CDK5,CDK5,CDK5,EPHA4,,3,1.0534674151638264
CDK5,CDK5,CDK5,EPHA5,,3,1.0534674151638264
CDK5,CDK5,CDK5,EPHA6,,3,1.0534674151638264
CDK5,CDK5,CDK5,EPHA7,EPHA7,2,1.0534674151638264
CDK5,CDK5,CDK5,FOSB,,3,1.0534674151638264
CDK5,CDK5,CDK5,FYN,,3,1.0534674151638264
CDK5,CDK5,CDK5,GSK3B,,3,1.0534674151638264
CDK5,CDK5,CDK5,NRP1,,3,1.0534674151638264
CDK5,CDK5,CDK5,PLXNA1,,3,1.0534674151638264
CDK5,CDK5,CDK5,PLXNA2,,3,1.0534674151638264
CDK5,CDK5,CDK5,PLXNA3,,3,1.0534674151638264
CDK5,CDK5,CDK5,PLXNA4,,3,1.0534674151638264
CDK5,CDK5,CDK5,SEMA3A,,3,1.0534674151638264
CDK5R1,CDK5R1,CDK5R1,CRMP1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,DPYSL3,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,DPYSL4,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,DPYSL5,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,FOXO3,FOXO3,2,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,GOLGA2,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,JUN,JUN,2,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,LMNB1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,MAPT,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,NDEL1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,NR3C1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PPP1R1B,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PRDX1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PRDX2,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,TP53,TP53,2,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,YWHAE,YWHAE,2,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PLXNA1,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PLXNA2,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PLXNA3,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,PLXNA4,,3,1.4560597834347415
CDK5R1,CDK5R1,CDK5R1,RAC1,RAC1,2,1.4560597834347415
CDK6,CDK6,CDK6,CDKN1A,,1,-0.698977089618549
CDK6,CDK6,CDK6,CDKN1B,,1,-0.698977089618549
CDK6,CDK6,CDK6,E2F4,,1,-0.698977089618549
CDK6,CDK6,CDK6,RBL1,,1,-0.698977089618549
CDK6,CDK6,CDK6,RBL2,,1,-0.698977089618549
CDK6,CDK6,CDK6,SUV39H1,,1,-0.698977089618549
CDK6,CDK6,CDK6,CDK7,,1,-0.698977089618549
CDK6,CDK6,CDK6,CDKN2B,,1,-0.698977089618549
CDK6,CDK6,CDK6,CDKN2C,,1,-0.698977089618549
CDK6,CDK6,CDK6,CDKN2D,,1,-0.698977089618549
CDK6,CDK6,CDK6,MNAT1,,1,-0.698977089618549
CDK6,CDK6,CDK6,PCNA,,1,-0.698977089618549
CDK7,CDK7,CDK7,CDKN1A,CDKN1A,2,0.3606428348878882
CDK7,CDK7,CDK7,CDKN1B,CDKN1B,2,0.3606428348878882
CDK7,CDK7,CDK7,ELL,ELL,2,0.3606428348878882
CDK7,CDK7,CDK7,ELL2,,3,0.3606428348878882
CDK7,CDK7,CDK7,ELL3,,3,0.3606428348878882
CDK7,CDK7,CDK7,GATA2,GATA2,2,0.3606428348878882
CDK7,CDK7,CDK7,GATA3,GATA3,2,0.3606428348878882
CDK7,CDK7,CDK7,GTF2A1,,3,0.3606428348878882
CDK7,CDK7,CDK7,GTF2A2,,3,0.3606428348878882
CDK7,CDK7,CDK7,GTF2F1,,3,0.3606428348878882
CDK7,CDK7,CDK7,GTF2H2,,3,0.3606428348878882
CDK7,CDK7,CDK7,ICE1,,3,0.3606428348878882
CDK7,CDK7,CDK7,ICE2,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS1,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS10,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS12,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS2,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS3,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS7,,3,0.3606428348878882
CDK7,CDK7,CDK7,INTS8,,3,0.3606428348878882
CDK7,CDK7,CDK7,LDB1,,3,0.3606428348878882
CDK7,CDK7,CDK7,LMO1,LMO1,2,0.3606428348878882
CDK7,CDK7,CDK7,LMO2,LMO2,2,0.3606428348878882
CDK7,CDK7,CDK7,MNAT1,,3,0.3606428348878882
CDK7,CDK7,CDK7,NABP1,,3,0.3606428348878882
CDK7,CDK7,CDK7,POLR2C,,3,0.3606428348878882
CDK7,CDK7,CDK7,POLR2D,,3,0.3606428348878882
CDK7,CDK7,CDK7,POLR2E,POLR2E,2,0.3606428348878882
CDK7,CDK7,CDK7,POLR2F,,3,0.3606428348878882
CDK7,CDK7,CDK7,POLR2H,,3,0.3606428348878882
CDK7,CDK7,CDK7,RARA,RARA,2,0.3606428348878882
CDK7,CDK7,CDK7,RARG,,3,0.3606428348878882
CDK7,CDK7,CDK7,RPS27A,,3,0.3606428348878882
CDK7,CDK7,CDK7,RUNX1,RUNX1,2,0.3606428348878882
CDK7,CDK7,CDK7,TAF10,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAF13,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAF15,TAF15,2,0.3606428348878882
CDK7,CDK7,CDK7,TAF2,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAF3,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAF4,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAF4B,,3,0.3606428348878882
CDK7,CDK7,CDK7,TAL1,TAL1,2,0.3606428348878882
CDK7,CDK7,CDK7,TCF3,TCF3,2,0.3606428348878882
CDK7,CDK7,CDK7,UBB,,3,0.3606428348878882
CDK7,CDK7,CDK7,ZC3H8,,3,0.3606428348878882
CDK7,CDK7,CDK7,CTDP1,,3,0.3606428348878882
CDK7,CDK7,CDK7,LIG3,,3,0.3606428348878882
CDK7,CDK7,CDK7,PCF11,,3,0.3606428348878882
CDK7,CDK7,CDK7,SSU72,,3,0.3606428348878882
CDK7,CDK7,CDK7,XRCC1,XRCC1,2,0.3606428348878882
CDK8,CDK8,CDK8,CEBPA,CEBPA,2,-0.1905459709565394
CDK8,CDK8,CDK8,SMAD4,SMAD4,2,-0.1905459709565394
CDK9,CDK9,CDK9,CTDP1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,EAF1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,EAF2,,3,-0.2902665070447264
CDK9,CDK9,CDK9,ELL,ELL,2,-0.2902665070447264
CDK9,CDK9,CDK9,ELL2,,3,-0.2902665070447264
CDK9,CDK9,CDK9,ELL3,,3,-0.2902665070447264
CDK9,CDK9,CDK9,GTF2F1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,ICE1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,ICE2,,3,-0.2902665070447264
CDK9,CDK9,CDK9,INTS10,,3,-0.2902665070447264
CDK9,CDK9,CDK9,INTS12,,3,-0.2902665070447264
CDK9,CDK9,CDK9,INTS7,,3,-0.2902665070447264
CDK9,CDK9,CDK9,MLLT1,MLLT1,2,-0.2902665070447264
CDK9,CDK9,CDK9,MLLT3,MLLT3,2,-0.2902665070447264
CDK9,CDK9,CDK9,NABP1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,NCBP1,,3,-0.2902665070447264
CDK9,CDK9,CDK9,POLR2C,,3,-0.2902665070447264
CDK9,CDK9,CDK9,POLR2D,,3,-0.2902665070447264
CDK9,CDK9,CDK9,POLR2E,POLR2E,2,-0.2902665070447264
CDK9,CDK9,CDK9,SMAD4,SMAD4,2,-0.2902665070447264
CDK9,CDK9,CDK9,ZC3H8,,3,-0.2902665070447264
CDK9,CDK9,CDK9,PCF11,,3,-0.2902665070447264
CDK9,CDK9,CDK9,SSU72,,3,-0.2902665070447264
CDKN1A,CDKN1A,CDKN1A,E2F3,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,E2F4,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,MAP3K5,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,RBL1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,RBL2,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,UBB,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,UBE2D1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,UBE2E1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,FOXO1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSMB9,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSMC1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSMC6,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSMD5,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSME1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSME2,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSME3,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PSMF1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PTP4A1,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,PTP4A2,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,SMAD4,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,STAT3,,1,-1.4102990756117229
CDKN1A,CDKN1A,CDKN1A,STAT6,,1,-1.4102990756117229
CDKN1B,CDKN1B,CDKN1B,E2F3,,1,-0.0951544991589566
CDKN1B,CDKN1B,CDKN1B,E2F4,,1,-0.0951544991589566
CDKN1B,CDKN1B,CDKN1B,FOXO1,,1,-0.0951544991589566
CDKN1B,CDKN1B,CDKN1B,RAC1,,1,-0.0951544991589566
CDKN1B,CDKN1B,CDKN1B,RBL1,,1,-0.0951544991589566
CDKN1B,CDKN1B,CDKN1B,RBL2,,1,-0.0951544991589566
