Gene1,stId,name,Gene2,connected_driver_gene,gene_type,expression_matrix
FBXW7,FBXW7,FBXW7,HECTD2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,HERC5,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,HERC6,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,HUWE1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,LMO7,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,LONRF1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,MAX,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,MIB2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,MYLIP,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RBBP6,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RBCK1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RBX1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RLIM,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF114,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF115,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF144B,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF19A,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF19B,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF213,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RNF217,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,RPS27A,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SIAH1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SIAH2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SKP1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SKP2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SMURF2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,SPSB1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,TP63,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,TRIM21,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,TRIM36,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,TRIM69,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,TRIP12,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBA52,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBB,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBC,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBE2A,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBR2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UNKL,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,WSB1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,ZNRF1,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,ZNRF2,,1,-0.6075788029539826
FBXW7,FBXW7,FBXW7,UBE2M,,1,-0.6075788029539826
FBXW8,FBXW8,FBXW8,FBXW9,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,HECTD2,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,LMO7,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,LONRF1,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RBBP6,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RLIM,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF114,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF115,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF144B,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF19A,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF19B,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF213,RNF213,2,0.1008513847784563
FBXW8,FBXW8,FBXW8,RNF217,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,SIAH2,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,SPSB1,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,TRIM36,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,TRIM69,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,UNKL,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,WSB1,,3,0.1008513847784563
FBXW8,FBXW8,FBXW8,ZNRF2,,3,0.1008513847784563
FBXW9,FBXW9,FBXW9,HECTD2,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,LONRF1,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RBBP6,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RLIM,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RNF114,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RNF144B,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RNF19A,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,RNF213,RNF213,2,1.085730914222547
FBXW9,FBXW9,FBXW9,RNF217,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,SPSB1,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,TRIM36,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,TRIM69,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,UNKL,,3,1.085730914222547
FBXW9,FBXW9,FBXW9,WSB1,,3,1.085730914222547
FCER1G,FCER1G,FCER1G,HCLS1,,3,0.2352325350794493
FCER1G,FCER1G,FCER1G,LAT2,,3,0.2352325350794493
FCER1G,FCER1G,FCER1G,PLA2G4A,,3,0.2352325350794493
FCER1G,FCER1G,FCER1G,PLD2,,3,0.2352325350794493
FCF1,FCF1,FCF1,RRP36,,0,-0.1251803536035496
FCF1,FCF1,FCF1,DDX47,,0,-0.1251803536035496
FCF1,FCF1,FCF1,DDX49,,0,-0.1251803536035496
FCF1,FCF1,FCF1,DHX37,,0,-0.1251803536035496
FCF1,FCF1,FCF1,NCL,,0,-0.1251803536035496
FCF1,FCF1,FCF1,NOL11,,0,-0.1251803536035496
FCF1,FCF1,FCF1,NOL12,,0,-0.1251803536035496
FCF1,FCF1,FCF1,RBM28,,0,-0.1251803536035496
FCF1,FCF1,FCF1,RRP1,,0,-0.1251803536035496
FCF1,FCF1,FCF1,XRN2,,0,-0.1251803536035496
FCGR2A,FCGR2A,FCGR2A,FCGR3A,,3,0.747442258329784
FCGR2A,FCGR2A,FCGR2A,VAV2,,3,0.747442258329784
FCGR2A,FCGR2A,FCGR2A,VAV3,,3,0.747442258329784
FCGR2A,FCGR2A,FCGR2A,FGR,,3,0.747442258329784
FCGR2A,FCGR2A,FCGR2A,HCK,,3,0.747442258329784
FCGR3A,FCGR3A,FCGR3A,HCK,,3,1.335209057503711
FDPS,FDPS,FDPS,RSAD2,,3,0.8752973760682583
FDX1,FDX1,FDX1,FXN,,3,-0.1254912868026056
FDX1,FDX1,FDX1,ISCU,,3,-0.1254912868026056
FDX1,FDX1,FDX1,LYRM4,,3,-0.1254912868026056
FDX1,FDX1,FDX1,FDXR,,3,-0.1254912868026056
FEN1,FEN1,FEN1,PCNA,,1,2.004989344442764
FEN1,FEN1,FEN1,POLA1,,1,2.004989344442764
FEN1,FEN1,FEN1,POLD4,,1,2.004989344442764
FEN1,FEN1,FEN1,PRIM2,,1,2.004989344442764
FEN1,FEN1,FEN1,PARG,,1,2.004989344442764
FEN1,FEN1,FEN1,WRN,,1,2.004989344442764
FER,FER,FER,JUP,,3,-0.720334451256347
FER,FER,FER,LYN,,3,-0.720334451256347
FER,FER,FER,MS4A2,,3,-0.720334451256347
FGFR1,FGFR1,FGFR1,KRAS,,1,-2.891754405174372
FGFR1,FGFR1,FGFR1,NRAS,,1,-2.891754405174372
FGFR1,FGFR1,FGFR1,PLCG2,,1,-2.891754405174372
FGFR1,FGFR1,FGFR1,JUP,,1,-2.891754405174372
FGFR1,FGFR1,FGFR1,NCAM1,,1,-2.891754405174372
FGFR3,FGFR3,FGFR3,PLCG2,,1,0.6908261921738404
FGFR4,FGFR4,FGFR4,KLB,,1,-0.6561161703739502
FGR,FGR,FGR,IGHV3-11,,3,-0.921392013730744
FGR,FGR,FGR,PRKCD,,3,-0.921392013730744
FGR,FGR,FGR,TRPV6,,3,-0.921392013730744
FGR,FGR,FGR,VAV2,,3,-0.921392013730744
FGR,FGR,FGR,GPC1,,3,-0.921392013730744
FGR,FGR,FGR,PTPN13,PTPN13,2,-0.921392013730744
FGR,FGR,FGR,S1PR1,,3,-0.921392013730744
FGR,FGR,FGR,SLA,,3,-0.921392013730744
FIS1,FIS1,FIS1,TBC1D17,,0,-0.1550378102841028
FKBP1A,FKBP1A,FKBP1A,NFATC1,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,NFATC2,NFATC2,2,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,NFATC3,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,PML,PML,2,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,PPP3CB,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,PPP3R1,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,SMAD2,SMAD2,2,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,SMURF1,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,SMURF2,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,SNCA,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,TGFBR1,,3,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,TGFBR2,TGFBR2,2,0.400072696006201
FKBP1A,FKBP1A,FKBP1A,ZFYVE9,,3,0.400072696006201
FLNA,FLNA,FLNA,IKBKG,,1,-2.5751162380030332
FLNA,FLNA,FLNA,MAPK10,,1,-2.5751162380030332
FLNA,FLNA,FLNA,MAPK8,,1,-2.5751162380030332
FLNA,FLNA,FLNA,MAPK9,,1,-2.5751162380030332
FLT4,FLT4,FLT4,GRB2,,1,-0.7030033705987034
FLT4,FLT4,FLT4,MAP2K4,,1,-0.7030033705987034
FLT4,FLT4,FLT4,PLCG1,,1,-0.7030033705987034
FLT4,FLT4,FLT4,SHC1,,1,-0.7030033705987034
FLT4,FLT4,FLT4,NOTCH4,,1,-0.7030033705987034
FLT4,FLT4,FLT4,PDGFB,,1,-0.7030033705987034
FLT4,FLT4,FLT4,VEGFA,,1,-0.7030033705987034
FLT4,FLT4,FLT4,VEGFB,,1,-0.7030033705987034
FLT4,FLT4,FLT4,VEGFC,,1,-0.7030033705987034
FMOD,FMOD,FMOD,ST3GAL1,,3,-1.6193719616280091
FMOD,FMOD,FMOD,ST3GAL2,,3,-1.6193719616280091
FMOD,FMOD,FMOD,ST3GAL6,,3,-1.6193719616280091
FN1,FN1,FN1,ITGA2,,3,-0.4150338986953409
FN1,FN1,FN1,ITGA9,,3,-0.4150338986953409
FN1,FN1,FN1,RAC1,RAC1,2,-0.4150338986953409
FN1,FN1,FN1,SDC2,,3,-0.4150338986953409
FNTB,FNTB,FNTB,GNGT1,,3,0.0301249004423579
FOS,FOS,FOS,FOSL1,,3,-3.6303215561873703
FOS,FOS,FOS,FOSL2,,3,-3.6303215561873703
FOS,FOS,FOS,FOXP3,,3,-3.6303215561873703
FOS,FOS,FOS,GATA3,GATA3,2,-3.6303215561873703
FOS,FOS,FOS,IFNB1,,3,-3.6303215561873703
FOS,FOS,FOS,IL1A,,3,-3.6303215561873703
FOS,FOS,FOS,MAPK9,,3,-3.6303215561873703
FOS,FOS,FOS,NFATC1,,3,-3.6303215561873703
FOS,FOS,FOS,NR3C1,,3,-3.6303215561873703
FOS,FOS,FOS,PPARG,PPARG,2,-3.6303215561873703
FOS,FOS,FOS,FOSB,,3,-3.6303215561873703
FOS,FOS,FOS,HOXA7,,3,-3.6303215561873703
FOS,FOS,FOS,JUN,JUN,2,-3.6303215561873703
FOS,FOS,FOS,LPAR1,,3,-3.6303215561873703
FOS,FOS,FOS,LPAR2,,3,-3.6303215561873703
FOS,FOS,FOS,LPAR3,,3,-3.6303215561873703
FOS,FOS,FOS,LYN,,3,-3.6303215561873703
FOS,FOS,FOS,MAPK1,MAPK1,2,-3.6303215561873703
FOS,FOS,FOS,MAPK10,,3,-3.6303215561873703
FOS,FOS,FOS,MAPK11,,3,-3.6303215561873703
FOS,FOS,FOS,MAPK14,,3,-3.6303215561873703
FOS,FOS,FOS,MAPK3,,3,-3.6303215561873703
FOS,FOS,FOS,MS4A2,,3,-3.6303215561873703
FOS,FOS,FOS,NFATC2,NFATC2,2,-3.6303215561873703
FOS,FOS,FOS,NFATC3,,3,-3.6303215561873703
FOS,FOS,FOS,NKD1,,3,-3.6303215561873703
FOS,FOS,FOS,SDC2,,3,-3.6303215561873703
FOS,FOS,FOS,STAT3,STAT3,2,-3.6303215561873703
FOS,FOS,FOS,SYK,SYK,2,-3.6303215561873703
FOS,FOS,FOS,TNFRSF11A,,3,-3.6303215561873703
FOSB,FOSB,FOSB,GRIA2,,3,-3.678469716037698
FOSL1,FOSL1,FOSL1,TXLNG,,3,-0.7361833816931542
FOXO1,FOXO1,FOXO1,IL6ST,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,JAK1,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,LMO4,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,MAPK3,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,MAPKAPK5,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,NLK,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,PRKACA,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,PRKACB,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,PRMT1,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,SGK1,,1,-1.3364059023813466
FOXO1,FOXO1,FOXO1,STAT3,,1,-1.3364059023813466
FOXO3,FOXO3,FOXO3,SIRT1,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,SOD2,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,MAPK1,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,MAPK3,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,MAPKAPK5,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,MST1,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,SETD7,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,SGK1,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,SIRT3,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,STAT3,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,STK4,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,XPO1,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,YWHAE,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,YWHAG,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,YWHAH,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,YWHAQ,,1,-1.2433753113167765
FOXO3,FOXO3,FOXO3,YWHAZ,,1,-1.2433753113167765
FOXP3,FOXP3,FOXP3,RORC,,3,1.2875665136162002
FOXP3,FOXP3,FOXP3,NFATC2,NFATC2,2,1.2875665136162002
FPR1,FPR1,FPR1,PIK3C2G,,3,0.0712362878044393
FPR1,FPR1,FPR1,GPSM3,,3,0.0712362878044393
FRS2,FRS2,FRS2,KLB,,3,-0.3574385288348818
FRS2,FRS2,FRS2,RAP1A,,3,-0.3574385288348818
FRS2,FRS2,FRS2,RAP1B,,3,-0.3574385288348818
FRS2,FRS2,FRS2,SPRY2,,3,-0.3574385288348818
FRS2,FRS2,FRS2,UBB,,3,-0.3574385288348818
FRS2,FRS2,FRS2,MAPK3,,3,-0.3574385288348818
FST,FST,FST,INHBA,,3,-1.214292068889037
FST,FST,FST,INHBB,,3,-1.214292068889037
FST,FST,FST,INHBE,,3,-1.214292068889037
FTSJ3,FTSJ3,FTSJ3,IMP3,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,IMP4,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,KRR1,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,MPHOSPH10,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,NOC4L,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,NOL6,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,NOP14,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,NOP56,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,NOP58,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,PDCD11,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,PWP2,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,RCL1,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,RRP36,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,RRP7A,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,RRP9,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,TBL3,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,UTP14A,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,UTP18,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,UTP3,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,UTP6,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,WDR46,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,BMS1,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,DDX47,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,DDX49,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,DDX52,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,DHX37,,0,0.3255026709054385
FTSJ3,FTSJ3,FTSJ3,EMG1,,0,0.3255026709054385
FURIN,FURIN,FURIN,MMP11,,3,0.1601657051996038
FURIN,FURIN,FURIN,PROS1,,3,0.1601657051996038
FURIN,FURIN,FURIN,BGLAP,,3,0.1601657051996038
FURIN,FURIN,FURIN,COL23A1,,3,0.1601657051996038
FURIN,FURIN,FURIN,COL25A1,,3,0.1601657051996038
FYN,FYN,FYN,GIT1,,3,-1.7527616178448444
FYN,FYN,FYN,GIT2,,3,-1.7527616178448444
FYN,FYN,FYN,GNAI2,,3,-1.7527616178448444
FYN,FYN,FYN,GRAP2,,3,-1.7527616178448444
FYN,FYN,FYN,GRB2,,3,-1.7527616178448444
FYN,FYN,FYN,GRIN2B,,3,-1.7527616178448444
FYN,FYN,FYN,HRAS,HRAS,2,-1.7527616178448444
FYN,FYN,FYN,IGHV3-11,,3,-1.7527616178448444
FYN,FYN,FYN,JUP,,3,-1.7527616178448444
FYN,FYN,FYN,KLRC2,,3,-1.7527616178448444
FYN,FYN,FYN,KLRD1,,3,-1.7527616178448444
FYN,FYN,FYN,KRAS,KRAS,2,-1.7527616178448444
FYN,FYN,FYN,LAT,,3,-1.7527616178448444
FYN,FYN,FYN,LAT2,,3,-1.7527616178448444
FYN,FYN,FYN,LCK,LCK,2,-1.7527616178448444
FYN,FYN,FYN,LCP2,,3,-1.7527616178448444
FYN,FYN,FYN,LIMK1,,3,-1.7527616178448444
FYN,FYN,FYN,MAPK11,,3,-1.7527616178448444
FYN,FYN,FYN,MAPK12,,3,-1.7527616178448444
FYN,FYN,FYN,MAPK13,,3,-1.7527616178448444
FYN,FYN,FYN,MAPK14,,3,-1.7527616178448444
FYN,FYN,FYN,MYL12A,,3,-1.7527616178448444
FYN,FYN,FYN,NCK1,,3,-1.7527616178448444
FYN,FYN,FYN,NGEF,,3,-1.7527616178448444
FYN,FYN,FYN,NPHS2,,3,-1.7527616178448444
FYN,FYN,FYN,NRAS,NRAS,2,-1.7527616178448444
FYN,FYN,FYN,NTN1,,3,-1.7527616178448444
FYN,FYN,FYN,PAK1,,3,-1.7527616178448444
FYN,FYN,FYN,PECAM1,,3,-1.7527616178448444
FYN,FYN,FYN,PIK3CA,PIK3CA,2,-1.7527616178448444
FYN,FYN,FYN,PIK3CB,PIK3CB,2,-1.7527616178448444
FYN,FYN,FYN,PIK3CD,,3,-1.7527616178448444
FYN,FYN,FYN,PIK3R1,PIK3R1,2,-1.7527616178448444
FYN,FYN,FYN,PIK3R2,,3,-1.7527616178448444
FYN,FYN,FYN,PIK3R3,,3,-1.7527616178448444
FYN,FYN,FYN,PLCG1,PLCG1,2,-1.7527616178448444
FYN,FYN,FYN,PLCG2,,3,-1.7527616178448444
FYN,FYN,FYN,PLD2,,3,-1.7527616178448444
FYN,FYN,FYN,PLXNA1,,3,-1.7527616178448444
FYN,FYN,FYN,PLXNA2,,3,-1.7527616178448444
FYN,FYN,FYN,PLXNA3,,3,-1.7527616178448444
FYN,FYN,FYN,PLXNA4,,3,-1.7527616178448444
FYN,FYN,FYN,PRKCD,,3,-1.7527616178448444
FYN,FYN,FYN,PTK2,,3,-1.7527616178448444
FYN,FYN,FYN,PXN,,3,-1.7527616178448444
FYN,FYN,FYN,RAC1,RAC1,2,-1.7527616178448444
FYN,FYN,FYN,RAC2,,3,-1.7527616178448444
FYN,FYN,FYN,RAF1,RAF1,2,-1.7527616178448444
FYN,FYN,FYN,RAPGEF1,,3,-1.7527616178448444
FYN,FYN,FYN,RELN,,3,-1.7527616178448444
FYN,FYN,FYN,RRAS,,3,-1.7527616178448444
FYN,FYN,FYN,SH3KBP1,,3,-1.7527616178448444
FYN,FYN,FYN,SHC1,,3,-1.7527616178448444
FYN,FYN,FYN,SNCA,,3,-1.7527616178448444
FYN,FYN,FYN,STAT3,STAT3,2,-1.7527616178448444
FYN,FYN,FYN,SYK,SYK,2,-1.7527616178448444
FYN,FYN,FYN,TREM2,,3,-1.7527616178448444
FYN,FYN,FYN,TRPV6,,3,-1.7527616178448444
FYN,FYN,FYN,TYROBP,,3,-1.7527616178448444
FYN,FYN,FYN,VAV1,VAV1,2,-1.7527616178448444
FYN,FYN,FYN,VAV2,,3,-1.7527616178448444
FYN,FYN,FYN,VAV3,,3,-1.7527616178448444
FYN,FYN,FYN,VLDLR,,3,-1.7527616178448444
FYN,FYN,FYN,ZAP70,,3,-1.7527616178448444
FYN,FYN,FYN,CLEC6A,,3,-1.7527616178448444
FYN,FYN,FYN,CRMP1,,3,-1.7527616178448444
FYN,FYN,FYN,DPYSL2,,3,-1.7527616178448444
FYN,FYN,FYN,DPYSL3,,3,-1.7527616178448444
FYN,FYN,FYN,DPYSL4,,3,-1.7527616178448444
FYN,FYN,FYN,DPYSL5,,3,-1.7527616178448444
FYN,FYN,FYN,GPC1,,3,-1.7527616178448444
FYN,FYN,FYN,GSK3B,,3,-1.7527616178448444
FYN,FYN,FYN,ITGA1,,3,-1.7527616178448444
FYN,FYN,FYN,ITGA2B,,3,-1.7527616178448444
FYN,FYN,FYN,ITGAV,ITGAV,2,-1.7527616178448444
FYN,FYN,FYN,ITGB1,,3,-1.7527616178448444
FYN,FYN,FYN,ITGB5,,3,-1.7527616178448444
FYN,FYN,FYN,LYN,,3,-1.7527616178448444
FYN,FYN,FYN,MS4A2,,3,-1.7527616178448444
FYN,FYN,FYN,NPHS1,,3,-1.7527616178448444
FYN,FYN,FYN,PAG1,,3,-1.7527616178448444
FYN,FYN,FYN,PDGFB,PDGFB,2,-1.7527616178448444
FYN,FYN,FYN,PDGFRB,PDGFRB,2,-1.7527616178448444
FYN,FYN,FYN,PRNP,,3,-1.7527616178448444
FYN,FYN,FYN,PTK2B,,3,-1.7527616178448444
FYN,FYN,FYN,PTPN13,PTPN13,2,-1.7527616178448444
FYN,FYN,FYN,PTPRA,,3,-1.7527616178448444
FYN,FYN,FYN,PTPRC,PTPRC,2,-1.7527616178448444
FYN,FYN,FYN,S1PR1,,3,-1.7527616178448444
FYN,FYN,FYN,SH2D1A,,3,-1.7527616178448444
FYN,FYN,FYN,SLA,,3,-1.7527616178448444
FYN,FYN,FYN,SRC,SRC,2,-1.7527616178448444
FYN,FYN,FYN,TDGF1,,3,-1.7527616178448444
FYN,FYN,FYN,TEK,,3,-1.7527616178448444
FYN,FYN,FYN,UNC5B,,3,-1.7527616178448444
FYN,FYN,FYN,YES1,,3,-1.7527616178448444
FZD1,FZD1,FZD1,WNT10B,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT7A,,3,-0.7587805863319599
FZD1,FZD1,FZD1,KREMEN2,,3,-0.7587805863319599
FZD1,FZD1,FZD1,SFRP1,,3,-0.7587805863319599
FZD1,FZD1,FZD1,SFRP2,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WIF1,WIF1,2,-0.7587805863319599
FZD1,FZD1,FZD1,WNT10A,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT11,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT2,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT2B,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT3,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT4,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT5B,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT6,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT7B,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT8A,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT8B,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT9A,,3,-0.7587805863319599
FZD1,FZD1,FZD1,WNT9B,,3,-0.7587805863319599
FZD2,FZD2,FZD2,KREMEN2,,3,1.7479424576118996
FZD2,FZD2,FZD2,WIF1,WIF1,2,1.7479424576118996
FZD2,FZD2,FZD2,WNT10A,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT10B,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT11,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT2,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT2B,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT3,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT5B,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT6,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT7A,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT7B,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT8A,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT8B,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT9A,,3,1.7479424576118996
FZD2,FZD2,FZD2,WNT9B,,3,1.7479424576118996
FZD3,FZD3,FZD3,WNT10B,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT7A,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT10A,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT11,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT2,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT2B,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT3,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT5B,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT6,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT7B,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT8A,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT8B,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT9A,,3,-0.2889508193039558
FZD3,FZD3,FZD3,WNT9B,,3,-0.2889508193039558
